Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
beringresearch_ivis,setup,,6,1,1,1,2,2,0,0,0
beringresearch_ivis.docs,conf,,3,1,1,1,22,22,0,0,0
beringresearch_ivis.ivis,__init__,,0,0,0,0,0,0,-1,0,0
beringresearch_ivis.ivis,ivis,,323,51,1,0,2,2,0,9,1
