Package,Module,Smell,Class/Module,Line no,File,Details
kipoi_kipoi.example.models.iris_model_template,dataloader,Rebellious hierarchy,MyDataset,22,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/iris_model_template/dataloader.py,Class 'MyDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__.
kipoi_kipoi.example.models.iris_tensorflow,dataloader,Rebellious hierarchy,MyDataset,22,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/iris_tensorflow/dataloader.py,Class 'MyDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__.
kipoi_kipoi.example.models.kipoi_dataloader_decorator,dataloader,Rebellious hierarchy,MyDataset,20,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/kipoi_dataloader_decorator/dataloader.py,Class 'MyDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__.
kipoi_kipoi.example.models.multiple_models,model,Rebellious hierarchy,MyModel,4,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/multiple_models/model.py,Class 'MyModel' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: predict_on_batch.
kipoi_kipoi.example.models.non_bedinput_model,dataloader,Broken modularization,dataloader,1,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/non_bedinput_model/dataloader.py,Module 'dataloader' contains only data members without any method implementations.
kipoi_kipoi.example.models.non_bedinput_model,dataloader,Rebellious hierarchy,TxtDataset,105,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/non_bedinput_model/dataloader.py,"Class 'TxtDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__, __getitem__."
kipoi_kipoi.example.models.non_bedinput_model,dataloader,Rebellious hierarchy,SeqDistDataset,130,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/non_bedinput_model/dataloader.py,Class 'SeqDistDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__.
kipoi_kipoi.example.models.pyt,dataloader,Rebellious hierarchy,SeqDataset,28,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/pyt/dataloader.py,Class 'SeqDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__.
kipoi_kipoi.example.models.pyt_class,dataloader,Multifaceted abstraction,SeqDataset,6,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/pyt_class/dataloader.py,"Class 'SeqDataset' has a high LCOM value of 1, indicating it may have multiple responsibilities."
kipoi_kipoi.example.models.pyt_class,dataloader,Rebellious hierarchy,SeqDataset,6,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/pyt_class/dataloader.py,"Class 'SeqDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__, __getitem__."
kipoi_kipoi.example.models.rbp,dataloader,Rebellious hierarchy,TxtDataset,169,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/rbp/dataloader.py,"Class 'TxtDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__, __getitem__."
kipoi_kipoi.example.models.rbp,dataloader,Rebellious hierarchy,SeqDistDataset,194,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/rbp/dataloader.py,Class 'SeqDistDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__.
kipoi_kipoi.example.models.sklearn_iris,dataloader,Rebellious hierarchy,MyDataset,22,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/sklearn_iris/dataloader.py,Class 'MyDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__.
kipoi_kipoi.example.models.tal1_model,dataloader,Rebellious hierarchy,SeqDataset,52,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/tal1_model/dataloader.py,Class 'SeqDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__.
kipoi_kipoi.example.models.upgradedkeras,dataloader,Rebellious hierarchy,MyDataset,10,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/upgradedkeras/dataloader.py,Class 'MyDataset' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __len__.
kipoi_kipoi.example.models.var_seqlen_model,dataloader,Broken modularization,dataloader,1,/Volumes/BrokeExt/NICHE/kipoi_kipoi/example/models/var_seqlen_model/dataloader.py,Module 'dataloader' contains only data members without any method implementations.
