Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
GoogleCloudPlatform_healthcare.datathon,setup,,0,0,0,0,0,0,-1,0,0
GoogleCloudPlatform_healthcare.datathon.cbis_ddsm.scripts,build_tf_record_dataset,,37,6,3,3,8,8,0,0,0
GoogleCloudPlatform_healthcare.datathon.cbis_ddsm.scripts,convert_to_tiff,,0,0,0,0,0,0,-1,0,0
GoogleCloudPlatform_healthcare.datathon.cbis_ddsm.scripts,pad_and_resize_images,,23,4,2,2,3,3,0,0,0
GoogleCloudPlatform_healthcare.datathon.cbis_ddsm.scripts,select_demo_images,,36,10,3,3,5,5,0,0,0
GoogleCloudPlatform_healthcare.datathon.cbis_ddsm.scripts.cbis_ddsm_ml,setup,,0,0,0,0,1,1,-1,0,0
GoogleCloudPlatform_healthcare.datathon.cbis_ddsm.scripts.cbis_ddsm_ml.trainer,__init__,,0,0,0,0,0,0,-1,0,0
GoogleCloudPlatform_healthcare.datathon.cbis_ddsm.scripts.cbis_ddsm_ml.trainer,gpu_model,,0,0,0,0,0,0,-1,0,0
GoogleCloudPlatform_healthcare.datathon.cbis_ddsm.scripts.cbis_ddsm_ml.trainer,tpu_model,,97,2,4,4,7,7,0.5,0,0
GoogleCloudPlatform_healthcare.datathon.datathon_etl_pipelines,__init__,,0,0,0,0,0,0,-1,0,0
GoogleCloudPlatform_healthcare.datathon.datathon_etl_pipelines,utils,,41,10,6,6,0,0,0.33,0,0
