Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
serengil_deepface,setup,,0,0,0,0,3,3,-1,0,0
serengil_deepface.deepface,DeepFace,,119,10,9,9,5,5,0.78,0,1
serengil_deepface.deepface,__init__,,0,0,0,0,1,0,-1,0,0
serengil_deepface.deepface.api,__init__,,0,0,0,0,0,0,-1,0,0
serengil_deepface.deepface.api.src,__init__,,0,0,0,0,0,0,-1,0,0
serengil_deepface.deepface.api.src,api,,0,0,0,0,3,3,-1,0,0
serengil_deepface.deepface.api.src,app,,6,1,1,1,1,1,0,0,1
serengil_deepface.deepface.api.src.modules,__init__,,0,0,0,0,0,0,-1,0,0
serengil_deepface.deepface.api.src.modules.core,__init__,,0,0,0,0,0,0,-1,0,0
serengil_deepface.deepface.api.src.modules.core,routes,,107,22,5,5,8,8,0.2,0,1
serengil_deepface.deepface.api.src.modules.core,service,,56,3,3,3,7,7,1,0,1
serengil_deepface.deepface.commons,__init__,,0,0,0,0,0,0,-1,0,0
serengil_deepface.deepface.commons,constant,,0,0,0,0,2,2,-1,0,0
serengil_deepface.deepface.commons,folder_utils,,16,4,2,2,1,1,0,0,1
serengil_deepface.deepface.commons,image_utils,,108,28,8,8,8,7,0.5,0,0
serengil_deepface.deepface.commons,logger,,39,16,0,0,0,0,-1,43,0
