Project Name,GitHub Repo_x,ML_Specific_Code_Smell_Chain_Indexing,ML_Specific_Code_Smell_columns_and_datatype_not_explicitly_set,ML_Specific_Code_Smell_dataframe_conversion_api_misused,ML_Specific_Code_Smell_gradients_not_cleared_before_backward_propagation,ML_Specific_Code_Smell_in_place_apis_misused,ML_Specific_Code_Smell_merge_api_parameter_not_explicitly_set,ML_Specific_Code_Smell_pytorch_call_method_misused,ML_Specific_Code_Smell_tensor_array_not_used,ML_Specific_Code_Smell_unnecessary_iteration,ML_Specific_Code_Smell_matrix_multiplication_api_misused,ML_Specific_Code_Smell_memory_not_freed,ML_Specific_Code_Smell_nan_equivalence_comparison_misused,smell_long statement,smell_long parameter list,smell_long method,smell_long identifier,smell_empty catch block,smell_complex method,smell_complex conditional,smell_missing default,smell_long lambda function,smell_long message chain,smell_magic number,Engineered.ML.Project,Python_Percentage,refactorizable_Assign.Multi.Targets,refactorizable_Call.Star,refactorizable_List.Comprehension,refactorizable_Dict.Comprehension,refactorizable_Set.Comprehension,refactorizable_Truth.Value.Test,refactorizable_Chain.Compare,refactorizable_For.Multi.Targets,refactorizable_For.Else,PY_Assign.Multi.Targets,PY_Call.Star,PY_List.Comprehension,PY_Dict.Comprehension,PY_Set.Comprehension,PY_Truth.Value.Test,PY_Chain.Compare,PY_For.Multi.Targets,PY_For.Else,duplicated_files,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,sqale_index,bugs,ncloc,reliability_remediation_effort,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,cognitive_complexity,duplicated_blocks,blocker_violations,major_violations,security_rating,files,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues,tot_pythonic,tot_non_pythonic,pythonic_percentage,Stars,Commits,loc,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,density_tot_non_pythonic,density_tot_pythonic
philipperemy/keras-tcn,https://github.com/philipperemy/keras-tcn.git,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,37,4,4,10,1,5,0,0,0,0,44,0.0,53.9169490653278,42.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,29.0,0.0,3.0,0.0,4.0,34.0,2.0,1.0,1014.0,157.0,6.0,98.0,243.0,0.0,1335.0,0.0,1.0,0.6,19.4,1.0,178.0,6.0,0.0,25.0,1.0,29.0,1.0,0.0,5.4,0.0,16.0,0.0,2.0,25.0,7.0,0.0,0.0,15.0,61.0,49.0,0.554545454545455,829,351,1007,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors (Mainly one): https://github.com/philipperemy/keras-tcn/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",0,Few commits in the past month,"More closed than open, author responds frequently: https://github.com/philipperemy/keras-tcn/issues/145",https://github.com/philipperemy/keras-tcn/blob/master/LICENSE,There is no evidence of any testing done on the project.,469.9333333333335,585.0190476190478
pytorch/tutorials,https://github.com/pytorchlightning/pytorch-lightning.git,0,3,0,6,0,0,0,0,0.0,0.0,0.0,0.0,390,24,16,21,3,15,0,0,0,3,200,1.0,99.0113710151226,3686.0,0.0,16.0,4.0,3.0,584.0,59.0,1.0,3.0,43.0,428.0,496.0,163.0,49.0,3502.0,86.0,319.0,5.0,158.0,1179.0,432.0,244.0,78654.0,19225.0,80.0,8619.0,7679.0,119.0,114872.0,722.0,5.0,0.2,21.1,157.0,12241.0,363.0,24.0,399.0,5.0,1129.0,157.0,11.0,17.0,16.0,109.0,2.0,432.0,297.0,320.0,8.0,3.0,8.0,5091.0,4356.0,0.538901238488409,3944,1248,10774,Its a collection of projects/tutorials,Multiple contributors: https://github.com/pytorch/tutorials/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/tutorials/blob/master/LICENSE,There is no evidence of any testing done on the project.,69838.60714285717,81622.66964285717
quantumiracle/sota-rl-algorithms,https://github.com/eleurent/rl-agents.git,0,0,0,0,0,0,64,0,0.0,0.0,0.0,0.0,244,69,40,0,0,32,0,0,0,0,542,1.0,100.0,296.0,10.0,0.0,0.0,0.0,25.0,7.0,0.0,0.0,6.0,18.0,99.0,9.0,0.0,268.0,5.0,33.0,7.0,5.0,222.0,47.0,6.0,5542.0,1431.0,111.0,146.0,1140.0,8.0,6668.0,50.0,5.0,0.6,20.0,4.0,1175.0,8.0,4.0,54.0,1.0,89.0,4.0,0.0,16.1,9.0,17.0,0.0,52.0,45.0,117.0,0.0,0.0,13.0,445.0,338.0,0.568326947637292,159,105,9281,The source code of this project has been organised into different modules in a way that shows the relationship between different files,One contributor,No indications of using CI services,"There is a well maintained README, some codes are documented",No commits the past month,No open issues,https://github.com/quantumiracle/SOTA-RL-Algorithms/blob/master/LICENSE,There is no evidence of any testing done on the project.,3384.0107874865184,4455.28047464941
r9y9/nnsvs,https://github.com/r9y9/nnsvs.git,0,1,0,0,0,0,5,0,0.0,0.0,0.0,0.0,568,119,90,32,10,81,9,0,0,6,1379,0.0,90.066411243578,688.0,6.0,3.0,0.0,0.0,51.0,17.0,0.0,0.0,4.0,43.0,64.0,6.0,0.0,686.0,5.0,102.0,0.0,34.0,297.0,90.0,18.0,12027.0,2861.0,71.0,3993.0,2972.0,8.0,20390.0,70.0,5.0,0.5,20.2,4.0,3828.0,171.0,9.0,109.0,5.0,141.0,4.0,7.0,20.7,9.0,11.0,1.0,97.0,97.0,88.0,7.0,0.0,6.0,910.0,765.0,0.543283582089552,130,115,2737,The source code of this project has been organised into different modules in a way that shows the relationship between different files,One contributor,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a README, some codes are documented",Some commits the past month,More closed than open (The one open is a to do list),https://github.com/r9y9/nnsvs/blob/master/LICENSE,There is no evidence of any testing done on the project.,912.731037489102,1085.7323452484743
rail-berkeley/softlearning,https://github.com/rail-berkeley/softlearning.git,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,332,12,29,54,0,12,0,0,5,2,162,0.0,99.3960953249151,248.0,0.0,1.0,1.0,0.0,9.0,8.0,0.0,0.0,6.0,78.0,43.0,44.0,0.0,153.0,1.0,74.0,0.0,7.0,274.0,11.0,25.0,4956.0,1171.0,109.0,231.0,1077.0,9.0,8652.0,65.0,5.0,0.4,14.2,2.0,709.0,14.0,5.0,124.0,1.0,109.0,2.0,0.0,10.7,38.0,30.0,0.0,10.0,121.0,134.0,0.0,0.0,27.0,399.0,267.0,0.599099099099099,583,1479,8609,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/rail-berkeley/softlearning/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",No commits the past month,"More closed than open, author does not respond frequently",https://github.com/rail-berkeley/softlearning/blob/master/LICENSE,There is no evidence of any testing done on the project.,3780.5970394736887,5649.656250000006
richzhang/colorization-pytorch,https://github.com/richzhang/colorization-pytorch.git,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,68,7,5,1,0,7,0,0,0,0,116,0.0,96.8781055553069,99.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,25.0,6.0,0.0,0.0,79.0,0.0,18.0,0.0,2.0,108.0,8.0,0.0,1717.0,379.0,35.0,71.0,486.0,1.0,1904.0,5.0,5.0,0.9,14.6,5.0,412.0,2.0,1.0,64.0,1.0,24.0,5.0,0.0,15.8,1.0,6.0,0.0,8.0,68.0,31.0,0.0,0.0,6.0,128.0,115.0,0.526748971193416,384,294,1901,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/richzhang/colorization-pytorch/graphs/contributors,No indications of using CI services,"There is a README, some codes are documented",No commits the past month,"More closed than open, author responds sometimes",https://github.com/richzhang/colorization-pytorch/blob/master/LICENSE,There is only one file related to testing,1071.642156862746,1192.784313725491
skalskip/ilearndeeplearning.py,https://github.com/opennmt/opennmt-py.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,61,6,3,37,0,0,0,0,0,0,137,1.0,95.8381311946947,832.0,1.0,14.0,3.0,0.0,126.0,25.0,2.0,0.0,0.0,50.0,241.0,18.0,4.0,649.0,3.0,188.0,9.0,20.0,451.0,200.0,12.0,14179.0,3775.0,98.0,4170.0,3717.0,35.0,27234.0,202.0,5.0,0.5,14.1,22.0,5385.0,196.0,3.0,138.0,1.0,152.0,22.0,0.0,24.8,6.0,34.0,2.0,197.0,124.0,95.0,0.0,0.0,7.0,1162.0,1003.0,0.536720554272517,783,202,4374,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/SkalskiP/ILearnDeepLearning.py/graphs/contributors that there are multiple contributors but mainly 1,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/SkalskiP/ILearnDeepLearning.py/issues/26 and https://github.com/SkalskiP/ILearnDeepLearning.py/issues/3",https://github.com/SkalskiP/ILearnDeepLearning.py/blob/master/LICENSE.md is provided.,There are many files related to testing but its everywhere,17980.00819672133,20830.278688524613
songlab-cal/tape,https://github.com/songlab-cal/tape.git,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,88,14,10,31,4,12,0,0,0,0,174,0.0,97.361125447923,231.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,22.0,24.0,16.0,0.0,169.0,6.0,28.0,1.0,2.0,84.0,16.0,3.0,3727.0,826.0,34.0,84.0,532.0,3.0,4801.0,35.0,5.0,0.4,19.5,3.0,652.0,4.0,2.0,29.0,1.0,34.0,3.0,0.0,24.3,1.0,5.0,0.0,17.0,27.0,37.0,0.0,0.0,3.0,266.0,248.0,0.517509727626459,149,333,4763,X The source code of the project exists as ad-hoc scripts.,X Author has 286 commits while the other 2 has 1 each,X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",14 open < 34 closed,License provided,X 2 tests,3547.219219219222,3804.678678678682
tech-srl/code2vec,https://github.com/tech-srl/code2vec.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,151,3,5,41,2,7,1,0,2,0,47,0.0,68.2190712209786,83.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,4.0,15.0,6.0,0.0,68.0,1.0,15.0,0.0,0.0,43.0,5.0,5.0,1715.0,476.0,5.0,0.0,192.0,2.0,2348.0,15.0,5.0,0.3,8.1,2.0,352.0,0.0,2.0,26.0,1.0,19.0,2.0,0.0,25.1,7.0,0.0,0.0,5.0,25.0,10.0,0.0,0.0,0.0,109.0,97.0,0.529126213592233,626,159,2348,X The source code of the project exists as ad-hoc scripts.,"2 have significantly more commits than others, but 10 contributers",X CI is not used on the project.,Documentation provided,Commit activity not negligible,2 open << 73 closed,License provided,Few tests,879.3667953667956,988.1544401544404
tensorflow/text,https://github.com/interpretml/interpret-text.git,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,718,50,35,203,2,13,0,0,0,0,1283,1.0,71.0818603761649,280.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,138.0,7.0,0.0,140.0,4.0,44.0,1.0,11.0,218.0,27.0,11.0,4369.0,936.0,107.0,1110.0,1091.0,9.0,7037.0,52.0,3.0,0.5,22.4,6.0,981.0,35.0,0.0,73.0,1.0,75.0,6.0,0.0,12.5,0.0,15.0,1.0,27.0,65.0,117.0,0.0,0.0,7.0,341.0,292.0,0.53870458135861,596,226,13466,"Organised but not in modules, not many files too","1 has significantly more commits than others, but 23 contributers",X CI is not used on the project.,X Most of the functions in the source code are not documented.,"Recent, Commit activity not negligible",20 open < 50 closed,License provided,X few test,1706.6284722222229,1993.0147569444453
xiaomiwujiecao/dataanalysisinaction,https://github.com/xiaomiwujiecao/dataanalysisinaction.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,22,2,0,0,0,0,0,0,0,0,6,0.0,98.1904072124272,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,1.0,0.0,21.0,0.0,25.0,123.0,3.0,0.0,1697.0,114.0,11.0,1189.0,573.0,9.0,1939.0,45.0,3.0,1.0,24.2,7.0,108.0,50.0,0.0,109.0,1.0,82.0,7.0,0.0,1.4,0.0,16.0,0.0,11.0,92.0,11.0,0.0,0.0,4.0,35.0,27.0,0.564516129032258,326,106,1648,"folders named as numbers, inside each is a readme and maybe 1 other file","1 main contributer, the other has 1 commit",X CI is not used on the project.,in chinese,Commits are quite spread out,7 open > 6 closed,License provided,X Doesn't seem to have unit test,1483.2000000000023,1922.6666666666704
yongzhuo/nlp_xiaojiang,https://github.com/yongzhuo/nlp_xiaojiang.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,242,10,29,17,10,27,2,0,0,0,247,0.0,100.0,348.0,0.0,16.0,0.0,1.0,14.0,14.0,10.0,0.0,0.0,7.0,152.0,7.0,0.0,202.0,12.0,32.0,0.0,39.0,385.0,34.0,3.0,6408.0,1375.0,135.0,3588.0,1904.0,3.0,8169.0,90.0,4.0,0.8,25.4,25.0,1441.0,98.0,2.0,211.0,1.0,113.0,25.0,0.0,12.2,5.0,3.0,0.0,33.0,219.0,130.0,0.0,0.0,3.0,412.0,403.0,0.505521472392638,699,138,6151,organied by names that are not self explanatory,X There are no contributors to the project other than the author.,X CI is not used on the project.,Chinese,Commits are quite spread out,all closed,License provided,X Doesn't seem to have unit test,4244.611301369867,4339.404109589045
zhijian-liu/torchprofile,https://github.com/zhijian-liu/torchprofile.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,0,0,0,14,0.0,100.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,10.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,287.0,91.0,1.0,0.0,11.0,0.0,402.0,0.0,1.0,0.1,2.7,0.0,64.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,5.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,11.0,0.725,211,127,396,X The source code of the project exists as ad-hoc scripts,"2 main contributer, the other 2 has 1 commit",X CI is not used on the project.,X not much,Commits are quite spread out,1 open < 4 closed,License provided,X Doesn't seem to have unit test,229.2631578947372,604.42105263158
alvinwan/neural-backed-decision-trees,https://github.com/alvinwan/neural-backed-decision-trees.git,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,101,21,14,5,2,15,0,0,0,0,117,1.0,84.4062913613043,148.0,1.0,1.0,1.0,1.0,8.0,4.0,0.0,0.0,11.0,35.0,45.0,8.0,1.0,134.0,1.0,19.0,0.0,2.0,121.0,16.0,4.0,2886.0,769.0,41.0,256.0,706.0,6.0,4760.0,22.0,5.0,0.5,6.9,19.0,579.0,2.0,9.0,51.0,3.0,33.0,19.0,1.0,23.3,6.0,4.0,1.0,23.0,47.0,44.0,0.0,1.0,3.0,254.0,164.0,0.607655502392344,280,702,3383,The source code of the project exists as ad-hoc scripts.,https://github.com/alvinwan/neural-backed-decision-trees/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,The maintainers of the project does not reply to issues or close them.,https://github.com/alvinwan/neural-backed-decision-trees/blob/master/LICENSE is provided.,There are files related to testing,2017.4981818181816,3124.661818181818
arogozhnikov/einops,https://github.com/arogozhnikov/einops.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90,2,20,13,3,17,0,0,0,0,281,1.0,97.8866889014493,166.0,2.0,1.0,2.0,0.0,22.0,3.0,0.0,0.0,1.0,25.0,45.0,7.0,5.0,87.0,10.0,58.0,0.0,8.0,111.0,19.0,3.0,3150.0,934.0,21.0,221.0,691.0,0.0,4261.0,0.0,1.0,0.5,17.6,2.0,983.0,13.0,0.0,68.0,1.0,32.0,2.0,0.0,29.2,0.0,22.0,0.0,19.0,68.0,24.0,0.0,0.0,22.0,238.0,196.0,0.548387096774194,833,199,3449,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/arogozhnikov/einops/graphs/contributors shows that there are multiple contributors but mainly 1,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,Open issues more than closed,https://github.com/arogozhnikov/einops/blob/master/LICENSE is provided.,There are files related to testing,1586.8638497652587,1926.9061032863856
asappresearch/flambe,https://github.com/asappresearch/sru.git,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,652,63,29,93,6,65,3,0,0,9,537,1.0,59.903529394424,166.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,2.0,2.0,93.0,2.0,3.0,131.0,1.0,13.0,0.0,3.0,119.0,25.0,0.0,2611.0,578.0,54.0,66.0,749.0,0.0,3545.0,0.0,1.0,0.7,13.7,12.0,642.0,4.0,0.0,40.0,1.0,30.0,12.0,0.0,19.3,0.0,5.0,0.0,26.0,39.0,54.0,0.0,0.0,4.0,247.0,189.0,0.56651376146789,208,661,12861,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/asappresearch/flambe/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity until recently,Do reply to issues last time but not recently and not often,https://github.com/asappresearch/flambe/blob/master/LICENSE is provided.,There are many files related to testing,1668.3109128345927,2180.279341111875
asappresearch/sru,https://github.com/asappresearch/sru.git,0,2,0,3,0,0,0,0,0.0,0.0,0.0,0.0,70,14,16,2,1,20,0,0,0,0,151,1.0,59.903529394424,166.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,2.0,2.0,93.0,2.0,3.0,131.0,1.0,13.0,0.0,3.0,119.0,25.0,0.0,2611.0,578.0,54.0,66.0,749.0,0.0,3545.0,0.0,1.0,0.7,13.7,12.0,642.0,4.0,0.0,40.0,1.0,30.0,12.0,0.0,19.3,0.0,5.0,0.0,26.0,39.0,54.0,0.0,0.0,4.0,247.0,189.0,0.56651376146789,1805,275,3357,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/asappresearch/sru/graphs/contributors shows that there are multiple contributors,The project uses Circle CI,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Open issues more than closed,https://github.com/asappresearch/sru/blob/master/LICENSE is provided.,There are files related to testing,2315.594890510949,3026.200729927007
astooke/rlpyt,https://github.com/astooke/rlpyt.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,837,113,55,22,14,69,1,0,0,2,410,1.0,100.0,799.0,0.0,0.0,2.0,0.0,83.0,9.0,2.0,2.0,50.0,800.0,468.0,20.0,0.0,577.0,5.0,70.0,0.0,190.0,1202.0,80.0,11.0,19415.0,3342.0,444.0,9063.0,5550.0,29.0,28753.0,258.0,5.0,0.6,17.8,0.0,3118.0,540.0,30.0,637.0,1.0,465.0,0.0,0.0,7.2,41.0,32.0,1.0,113.0,609.0,451.0,0.0,0.0,23.0,1990.0,897.0,0.689296847939037,1523,639,28684,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/astooke/rlpyt/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/astooke/rlpyt/issues/162 and https://github.com/astooke/rlpyt/issues/170",https://github.com/astooke/rlpyt/blob/master/LICENSE is provided.,There are files related to testing,16893.990807616574,37479.42219304011
belval/textrecognitiondatagenerator,https://github.com/Belval/TextRecognitionDataGenerator.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,128,11,14,36,5,4,0,0,0,0,62,1.0,99.2686093861795,54.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,3.0,48.0,0.0,0.0,26.0,0.0,5.0,0.0,4.0,99.0,41.0,0.0,1103.0,269.0,36.0,200.0,1025.0,7.0,3316.0,65.0,4.0,1.0,4.5,30.0,245.0,8.0,0.0,22.0,1.0,16.0,30.0,0.0,16.8,9.0,4.0,0.0,38.0,18.0,36.0,0.0,0.0,3.0,82.0,71.0,0.535947712418301,1269,121,2922,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Belval/TextRecognitionDataGenerator/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/Belval/TextRecognitionDataGenerator/issues/109 and https://github.com/Belval/TextRecognitionDataGenerator/issues/95.",https://github.com/Belval/TextRecognitionDataGenerator/blob/master/LICENSE is provided.,There are 2 files related to testing.,797.93076923077,921.5538461538472
bindsnet/bindsnet,https://github.com/BindsNET/bindsnet.git,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,532,55,73,5,1,59,3,0,2,0,407,1.0,99.5844655696225,356.0,17.0,0.0,0.0,0.0,49.0,15.0,3.0,0.0,0.0,130.0,33.0,37.0,0.0,402.0,4.0,47.0,1.0,22.0,623.0,54.0,0.0,7835.0,1599.0,100.0,4246.0,3579.0,7.0,12722.0,37.0,5.0,0.9,28.4,26.0,2102.0,259.0,2.0,467.0,1.0,80.0,26.0,0.0,20.0,1.0,15.0,0.0,55.0,465.0,96.0,0.0,0.0,9.0,654.0,440.0,0.597806215722121,659,1317,8976,The source code of the project exists as ad-hoc scripts.,https://github.com/BindsNET/bindsnet/graphs/contributors shows that there are multiple contributors.,The project uses Travis CI,Most of the functions in the source code are not documented.,Little evidence of sustained commit activity with 17 commits last month,"The project maintainers respond to issues, as evidenced by https://github.com/BindsNET/bindsnet/issues/345 and https://github.com/BindsNET/bindsnet/issues/317.",https://github.com/BindsNET/bindsnet/blob/master/LICENSE is provided.,There are many files related to testing.,3473.5620052770446,5162.976253298153
