Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
funcwj_setk.scripts.sptk,apply_adaptive_beamformer,,139,20,3,3,18,18,0,0,1
funcwj_setk.scripts.sptk,apply_auxiva,,44,7,2,2,13,13,0,0,1
funcwj_setk.scripts.sptk,apply_classic_beamformer,,89,11,4,4,15,15,0,0,1
funcwj_setk.scripts.sptk,apply_ds_beamformer,,3,1,1,1,3,3,0,0,0
funcwj_setk.scripts.sptk,apply_fixed_beamformer,,32,5,1,1,9,9,0,0,2
funcwj_setk.scripts.sptk,apply_ns,,31,6,1,1,7,7,0,0,2
funcwj_setk.scripts.sptk,apply_sd_beamformer,,3,1,1,1,3,3,0,0,0
funcwj_setk.scripts.sptk,apply_wpd,,40,6,1,1,6,6,0,0,1
funcwj_setk.scripts.sptk,apply_wpe,,48,6,1,1,6,6,0,0,1
funcwj_setk.scripts.sptk,compute_centroid,,30,9,1,1,7,7,0,0,1
funcwj_setk.scripts.sptk,compute_circular_srp,,41,6,1,1,5,5,0,0,1
funcwj_setk.scripts.sptk,compute_df_on_geometry,,50,8,1,1,7,7,0,0,1
funcwj_setk.scripts.sptk,compute_df_on_mask,,37,6,1,1,8,8,0,0,1
funcwj_setk.scripts.sptk,compute_dpcl_label,,32,3,1,1,11,11,0,0,1
funcwj_setk.scripts.sptk,compute_fbank,,37,4,1,1,4,4,0,0,1
funcwj_setk.scripts.sptk,compute_ipd_and_linear_srp,,50,8,2,2,10,10,0,0,1
funcwj_setk.scripts.sptk,compute_mask,,94,11,4,4,11,11,0.25,0,1
funcwj_setk.scripts.sptk,compute_sdr,,68,17,1,1,7,7,0,1,1
