Package,Module,Smell,Class/Module,Line no,File,Details
deepmind_sonnet.docs.ext,link_tf_api_test,Multifaceted abstraction,LinkTfApiTest,23,/Volumes/BrokeExt/NICHE/deepmind_sonnet/docs/ext/link_tf_api_test.py,"Class 'LinkTfApiTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
deepmind_sonnet.examples,simple_mnist_test,Multifaceted abstraction,SimpleMnistTest,23,/Volumes/BrokeExt/NICHE/deepmind_sonnet/examples/simple_mnist_test.py,"Class 'SimpleMnistTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
deepmind_sonnet.sonnet.src,axis_norm_test,Insufficient modularization,LayerNormTest,25,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/axis_norm_test.py,"Class 'LayerNormTest' is insufficiently modularized with NOPM: 23, WMC: 30, NOM: 23."
deepmind_sonnet.sonnet.src,axis_norm_test,Multifaceted abstraction,LayerNormTest,25,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/axis_norm_test.py,"Class 'LayerNormTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
deepmind_sonnet.sonnet.src,base,Broken hierarchy,Optimizer,474,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/base.py,Class 'Optimizer' and its superclass 'Module' may not share a proper 'IS-A' relationship.
deepmind_sonnet.sonnet.src,base,Multifaceted abstraction,Module,368,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/base.py,"Class 'Module' has a high LCOM value of 1, indicating it may have multiple responsibilities."
deepmind_sonnet.sonnet.src,base_test,Broken hierarchy,ModuleOverridingNameScope,461,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/base_test.py,Class 'ModuleOverridingNameScope' and its superclass 'ReturnsNameScopeModule' may not share a proper 'IS-A' relationship.
deepmind_sonnet.sonnet.src,base_test,Insufficient modularization,TestModuleNaming,46,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/base_test.py,"Class 'TestModuleNaming' is insufficiently modularized with NOPM: 21, WMC: 24, NOM: 21."
deepmind_sonnet.sonnet.src,base_test,Multifaceted abstraction,BaseTest,27,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/base_test.py,"Class 'BaseTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
deepmind_sonnet.sonnet.src,base_test,Multifaceted abstraction,TestModuleNaming,46,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/base_test.py,"Class 'TestModuleNaming' has a high LCOM value of 0.86, indicating it may have multiple responsibilities."
deepmind_sonnet.sonnet.src,base_test,Multifaceted abstraction,AutoReprTest,213,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/base_test.py,"Class 'AutoReprTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
deepmind_sonnet.sonnet.src,base_test,Multifaceted abstraction,ForwardMethodsTest,274,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/base_test.py,"Class 'ForwardMethodsTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
deepmind_sonnet.sonnet.src,base_test,Multifaceted abstraction,AbcTest,298,/Volumes/BrokeExt/NICHE/deepmind_sonnet/sonnet/src/base_test.py,"Class 'AbcTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
