Package,Module,Smell,Class/Module,Line no,File,Details
wikipedia2vec_wikipedia2vec.examples.text_classification,entity_linker,Broken modularization,entity_linker,1,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/examples/text_classification/entity_linker.py,Module 'entity_linker' contains only data members without any method implementations.
wikipedia2vec_wikipedia2vec.examples.text_classification,main,Multifaceted abstraction,main,1,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/examples/text_classification/main.py,"Class 'main' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests,test_dictionary,Insufficient modularization,TestDictionary,56,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/test_dictionary.py,"Class 'TestDictionary' is insufficiently modularized with NOPM: 32, WMC: 38, NOM: 32."
wikipedia2vec_wikipedia2vec.tests,test_dictionary,Multifaceted abstraction,TestWord,15,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/test_dictionary.py,"Class 'TestWord' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests,test_dictionary,Multifaceted abstraction,TestEntity,33,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/test_dictionary.py,"Class 'TestEntity' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests,test_dictionary,Multifaceted abstraction,TestDictionary,56,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/test_dictionary.py,"Class 'TestDictionary' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests,test_dump_db,Multifaceted abstraction,TestParagraph,14,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/test_dump_db.py,"Class 'TestParagraph' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests,test_dump_db,Multifaceted abstraction,TestWikiLink,31,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/test_dump_db.py,"Class 'TestWikiLink' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests,test_dump_db,Multifaceted abstraction,TestDumpDB,57,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/test_dump_db.py,"Class 'TestDumpDB' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests,test_link_graph,Multifaceted abstraction,TestLinkGraph,20,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/test_link_graph.py,"Class 'TestLinkGraph' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests,test_mention_db,Multifaceted abstraction,TestMentionDB,92,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/test_mention_db.py,"Class 'TestMentionDB' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests.utils.sentence_detector,test_sentence,Multifaceted abstraction,TestSentence,6,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/utils/sentence_detector/test_sentence.py,"Class 'TestSentence' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.tests.utils.tokenizer,test_token,Multifaceted abstraction,TestToken,6,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/tests/utils/tokenizer/test_token.py,"Class 'TestToken' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.wikipedia2vec,cli,Multifaceted abstraction,cli,1,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/wikipedia2vec/cli.py,"Class 'cli' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.wikipedia2vec,mention_db,Multifaceted abstraction,mention_db,1,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/wikipedia2vec/mention_db.py,"Class 'mention_db' has a high LCOM value of 1, indicating it may have multiple responsibilities."
wikipedia2vec_wikipedia2vec.wikipedia2vec,wikipedia2vec,Insufficient modularization,wikipedia2vec,1,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/wikipedia2vec/wikipedia2vec.py,"Module 'wikipedia2vec' is insufficiently modularized with NOPM: 0, WMC: 109, NOM: 5."
wikipedia2vec_wikipedia2vec.wikipedia2vec.utils.tokenizer,jieba_tokenizer,Rebellious hierarchy,JiebaTokenizer,12,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/wikipedia2vec/utils/tokenizer/jieba_tokenizer.py,Class 'JiebaTokenizer' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: _span_tokenize.
wikipedia2vec_wikipedia2vec.wikipedia2vec.utils.tokenizer,regexp_tokenizer,Rebellious hierarchy,RegexpTokenizer,7,/Volumes/BrokeExt/NICHE/wikipedia2vec_wikipedia2vec/wikipedia2vec/utils/tokenizer/regexp_tokenizer.py,Class 'RegexpTokenizer' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: _span_tokenize.
