Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
Tiiiger_QPyTorch,setup,,0,0,0,0,2,2,-1,0,0
Tiiiger_QPyTorch.docs.source,conf,,21,4,0,0,28,28,-1,0,0
