Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
PhoenixDL_rising,setup,,15,4,2,2,7,6,1,0,0
PhoenixDL_rising,versioneer,,709,144,24,24,61,61,0.04,1,1
