Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
EdinburghNLP_nematus,setup,,0,0,0,0,0,0,-1,0,0
EdinburghNLP_nematus.data,build_dictionary,,32,6,1,1,12,12,0,0,0
EdinburghNLP_nematus.data,length,,0,0,0,0,1,1,-1,0,0
EdinburghNLP_nematus.data,shuffle,,42,12,2,1,4,4,0,0,0
EdinburghNLP_nematus.data,strip_sgml,,9,3,1,1,2,2,0,0,0
EdinburghNLP_nematus.nematus,__init__,,0,0,0,0,0,0,-1,0,0
EdinburghNLP_nematus.nematus,beam_search_sampler,,368,12,5,0,34,34,0,5,0
