Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
mesutpiskin_computer-vision-guide.code.arkaplan-cikarma.python,absdif,,0,0,0,0,4,4,-1,0,0
mesutpiskin_computer-vision-guide.code.arkaplan-cikarma.python,background-subtractor-gmg,,0,0,0,0,5,5,-1,0,0
mesutpiskin_computer-vision-guide.code.arttirilmis-gerceklik.python.sapka-filtresi,sapka_filtresi,,0,0,0,0,22,18,-1,0,0
mesutpiskin_computer-vision-guide.code.esikleme-thresholding.python,esikleme-thresholding,,0,0,0,0,8,8,-1,0,0
mesutpiskin_computer-vision-guide.code.filtreleme.python,guasian,,0,0,0,0,4,4,-1,0,0
mesutpiskin_computer-vision-guide.code.filtreleme.python,laplacian-sobel,,0,0,0,0,3,3,-1,0,0
mesutpiskin_computer-vision-guide.code.filtreleme.python,sobel,,0,0,0,0,2,2,-1,0,0
mesutpiskin_computer-vision-guide.code.goruntu-manipulasyonu.python,geometrik-sekiller,,0,0,0,0,1,1,-1,0,0
mesutpiskin_computer-vision-guide.code.goruntu-manipulasyonu.python,goruntu-kirpma,,0,0,0,0,2,2,-1,0,0
mesutpiskin_computer-vision-guide.code.goruntu-manipulasyonu.python,piksel-manupulasyonu,,0,0,0,0,2,2,-1,0,0
mesutpiskin_computer-vision-guide.code.goruntu-manipulasyonu.python,yeniden-boyutlandirma,,0,0,0,0,3,3,-1,0,0
mesutpiskin_computer-vision-guide.code.kamera-io.python,ip-kameradan-oku,,0,0,0,0,2,2,-1,0,0
mesutpiskin_computer-vision-guide.code.kamera-io.python,resim-oku,,0,0,0,0,1,1,-1,0,0
mesutpiskin_computer-vision-guide.code.kamera-io.python,video-dosyasi-oku,,0,0,0,0,2,2,-1,0,0
mesutpiskin_computer-vision-guide.code.kamera-io.python,video-kaydet,,0,0,0,0,5,5,-1,0,0
mesutpiskin_computer-vision-guide.code.kamera-io.python,video_io,,29,11,5,5,3,3,0.6,0,0
mesutpiskin_computer-vision-guide.code.kamera-io.python,webcamden-oku,,0,0,0,0,2,2,-1,0,0
mesutpiskin_computer-vision-guide.code.kamera-kalibrasyon-3d-goru.python,fisheye-lens-duzeltme,,0,0,0,0,30,29,-1,0,0
mesutpiskin_computer-vision-guide.code.kamera-kalibrasyon-3d-goru.python,kamera-kalibrasyonu,,0,0,0,0,19,19,-1,0,0
mesutpiskin_computer-vision-guide.code.kenar-belirleme.python,canny,,0,0,0,0,2,2,-1,0,0
mesutpiskin_computer-vision-guide.code.kenar-belirleme.python,kenar-belirleme-toplu,,0,0,0,0,11,11,-1,0,0
mesutpiskin_computer-vision-guide.code.morfolojik-goruntu-isleme.python,acinim-opening,,0,0,0,0,3,3,-1,0,0
mesutpiskin_computer-vision-guide.code.morfolojik-goruntu-isleme.python,asindirme-erozyon,,0,0,0,0,3,3,-1,0,0
mesutpiskin_computer-vision-guide.code.morfolojik-goruntu-isleme.python,genisletme-dilation,,0,0,0,0,3,3,-1,0,0
mesutpiskin_computer-vision-guide.code.morfolojik-goruntu-isleme.python,gradient,,0,0,0,0,0,0,-1,0,0
mesutpiskin_computer-vision-guide.code.morfolojik-goruntu-isleme.python,kapanim-closing,,0,0,0,0,3,3,-1,0,0
mesutpiskin_computer-vision-guide.code.nesne-tespit-ve-tanima.python,derin_sinir_agi,,0,0,0,0,18,18,-1,0,0
mesutpiskin_computer-vision-guide.code.nesne-tespit-ve-tanima.python,haar-cascade,,0,0,0,0,4,4,-1,0,0
mesutpiskin_computer-vision-guide.code.nesne-tespit-ve-tanima.python,template-matching,,0,0,0,0,9,9,-1,0,0
mesutpiskin_computer-vision-guide.code.optik-karakter-tanima-ocr.python.tesseract-python,optik_karakter_tanima,,0,0,0,0,2,2,-1,0,0
mesutpiskin_computer-vision-guide.code.renk-uzaylari.python,renk-uzayi-donusumu,,0,0,0,0,2,2,-1,0,0
mesutpiskin_computer-vision-guide.code.video-analiz.python,camshift,,0,0,0,0,20,20,-1,0,0
mesutpiskin_computer-vision-guide.code.video-analiz.python,meanshift,,0,0,0,0,22,22,-1,0,0
mesutpiskin_computer-vision-guide.code.yuz-tanima.python.dnn_yuz_tespiti,yuz_tespiti,,0,0,0,0,21,17,-1,0,0
mesutpiskin_computer-vision-guide.code.yuz-tanima.python.facenet,classifier,,123,13,3,3,26,26,0.33,0,0
mesutpiskin_computer-vision-guide.code.yuz-tanima.python.facenet,face,,113,16,0,0,2,2,-1,2,4
