Package,Module,Smell,Class/Module,Line no,File,Details
jessevig_bertviz.bertviz,util,Multifaceted abstraction,util,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/util.py,"Class 'util' has a high LCOM value of 1, indicating it may have multiple responsibilities."
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_bert,Broken modularization,BertConfig,158,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_bert.py,Class 'BertConfig' contains only data members without any method implementations.
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_bert,Insufficient modularization,modeling_bert,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_bert.py,"Module 'modeling_bert' is insufficiently modularized with NOPM: 3, WMC: 120, NOM: 3."
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_bert,Multifaceted abstraction,modeling_bert,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_bert.py,"Class 'modeling_bert' has a high LCOM value of 1, indicating it may have multiple responsibilities."
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_bert,Wide hierarchy,BertPreTrainedModel,0,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_bert.py,Class 'BertPreTrainedModel' has a wide hierarchy with 10 direct subclasses.
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_openai,Multifaceted abstraction,modeling_openai,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_openai.py,"Class 'modeling_openai' has a high LCOM value of 1, indicating it may have multiple responsibilities."
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_roberta,Broken hierarchy,RobertaConfig,67,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_roberta.py,Class 'RobertaConfig' and its superclass 'BertConfig' may not share a proper 'IS-A' relationship.
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_transfo_xl,Insufficient modularization,modeling_transfo_xl,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_transfo_xl.py,"Module 'modeling_transfo_xl' is insufficiently modularized with NOPM: 2, WMC: 208, NOM: 2."
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_utils,Insufficient modularization,modeling_utils,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_utils.py,"Module 'modeling_utils' is insufficiently modularized with NOPM: 3, WMC: 104, NOM: 3."
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_utils,Wide hierarchy,PretrainedConfig,0,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_utils.py,Class 'PretrainedConfig' has a wide hierarchy with 6 direct subclasses.
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_utils,Wide hierarchy,PreTrainedModel,0,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_utils.py,Class 'PreTrainedModel' has a wide hierarchy with 6 direct subclasses.
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_xlm,Multifaceted abstraction,modeling_xlm,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_xlm.py,"Class 'modeling_xlm' has a high LCOM value of 1, indicating it may have multiple responsibilities."
jessevig_bertviz.bertviz.transformers_neuron_view,modeling_xlnet,Insufficient modularization,modeling_xlnet,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/modeling_xlnet.py,"Module 'modeling_xlnet' is insufficiently modularized with NOPM: 4, WMC: 141, NOM: 4."
jessevig_bertviz.bertviz.transformers_neuron_view,tokenization_bert,Multifaceted abstraction,tokenization_bert,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/tokenization_bert.py,"Class 'tokenization_bert' has a high LCOM value of 1, indicating it may have multiple responsibilities."
jessevig_bertviz.bertviz.transformers_neuron_view,tokenization_transfo_xl,Insufficient modularization,tokenization_transfo_xl,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/tokenization_transfo_xl.py,"Module 'tokenization_transfo_xl' is insufficiently modularized with NOPM: 1, WMC: 111, NOM: 1."
jessevig_bertviz.bertviz.transformers_neuron_view,tokenization_utils,Insufficient modularization,PreTrainedTokenizer,32,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/tokenization_utils.py,"Class 'PreTrainedTokenizer' is insufficiently modularized with NOPM: 34, WMC: 104, NOM: 41."
jessevig_bertviz.bertviz.transformers_neuron_view,tokenization_utils,Insufficient modularization,tokenization_utils,1,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/tokenization_utils.py,"Module 'tokenization_utils' is insufficiently modularized with NOPM: 0, WMC: 104, NOM: 0."
jessevig_bertviz.bertviz.transformers_neuron_view,tokenization_utils,Wide hierarchy,PreTrainedTokenizer,0,/Volumes/BrokeExt/NICHE/jessevig_bertviz/bertviz/transformers_neuron_view/tokenization_utils.py,Class 'PreTrainedTokenizer' has a wide hierarchy with 7 direct subclasses.
