Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
philipperemy_keras-tcn,setup,,0,0,0,0,4,4,-1,0,0
philipperemy_keras-tcn.tasks,bidirect_tcn,,0,0,0,0,12,12,-1,0,0
philipperemy_keras-tcn.tasks,est_receptive_field,,49,11,4,4,1,1,0,0,1
philipperemy_keras-tcn.tasks,imdb_tcn,,0,0,0,0,9,9,-1,0,0
philipperemy_keras-tcn.tasks,many_to_many,,0,0,0,0,5,5,-1,0,0
philipperemy_keras-tcn.tasks,multi_length_sequences,,12,4,1,1,6,6,0,0,0
philipperemy_keras-tcn.tasks,non_causal,,0,0,0,0,2,2,-1,0,0
philipperemy_keras-tcn.tasks,plot_tcn_model,,0,0,0,0,9,9,-1,0,0
philipperemy_keras-tcn.tasks,save_reload_sequential_model,,0,0,0,0,9,9,-1,0,0
philipperemy_keras-tcn.tasks,sequential,,5,1,0,0,9,9,-1,0,0
