Package,Module,Smell,Class/Module,Line no,File,Details
frankkramer-lab_MIScnn.miscnn.data_loading,data_io,Multifaceted abstraction,data_io,1,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/data_loading/data_io.py,"Class 'data_io' has a high LCOM value of 1, indicating it may have multiple responsibilities."
frankkramer-lab_MIScnn.miscnn.data_loading.interfaces,dicom_io,Rebellious hierarchy,DICOM_interface,45,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/data_loading/interfaces/dicom_io.py,Class 'DICOM_interface' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: check_file_termination.
frankkramer-lab_MIScnn.miscnn.data_loading.interfaces,dictionary_io,Rebellious hierarchy,Dictionary_interface,42,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/data_loading/interfaces/dictionary_io.py,"Class 'Dictionary_interface' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: initialize, load_segmentation, load_prediction, check_file_termination."
frankkramer-lab_MIScnn.miscnn.data_loading.interfaces,image_io,Rebellious hierarchy,Image_interface,50,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/data_loading/interfaces/image_io.py,Class 'Image_interface' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: check_file_termination.
frankkramer-lab_MIScnn.miscnn.data_loading.interfaces,nifti_io,Rebellious hierarchy,NIFTI_interface,41,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/data_loading/interfaces/nifti_io.py,Class 'NIFTI_interface' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: check_file_termination.
frankkramer-lab_MIScnn.miscnn.data_loading.interfaces,nifti_slicer_io,Rebellious hierarchy,NIFTIslicer_interface,41,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/data_loading/interfaces/nifti_slicer_io.py,Class 'NIFTIslicer_interface' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: check_file_termination.
frankkramer-lab_MIScnn.miscnn.multi_model,model,Multifaceted abstraction,Model,27,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/multi_model/model.py,"Class 'Model' has a high LCOM value of 1, indicating it may have multiple responsibilities."
frankkramer-lab_MIScnn.miscnn.neural_network.architecture,abstract_architecture,Wide hierarchy,Abstract_Architecture,0,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/neural_network/architecture/abstract_architecture.py,Class 'Abstract_Architecture' has a wide hierarchy with 8 direct subclasses.
frankkramer-lab_MIScnn.miscnn.neural_network.architecture.unet,compact,Multifaceted abstraction,compact,1,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/neural_network/architecture/unet/compact.py,"Class 'compact' has a high LCOM value of 1, indicating it may have multiple responsibilities."
frankkramer-lab_MIScnn.miscnn.neural_network.architecture.unet,dense,Multifaceted abstraction,dense,1,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/neural_network/architecture/unet/dense.py,"Class 'dense' has a high LCOM value of 1, indicating it may have multiple responsibilities."
frankkramer-lab_MIScnn.miscnn.neural_network.architecture.unet,residual,Multifaceted abstraction,residual,1,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/neural_network/architecture/unet/residual.py,"Class 'residual' has a high LCOM value of 1, indicating it may have multiple responsibilities."
frankkramer-lab_MIScnn.miscnn.neural_network.architecture.unet,standard,Multifaceted abstraction,standard,1,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/neural_network/architecture/unet/standard.py,"Class 'standard' has a high LCOM value of 1, indicating it may have multiple responsibilities."
frankkramer-lab_MIScnn.miscnn.processing.subfunctions,abstract_subfunction,Wide hierarchy,Abstract_Subfunction,0,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/processing/subfunctions/abstract_subfunction.py,Class 'Abstract_Subfunction' has a wide hierarchy with 6 direct subclasses.
frankkramer-lab_MIScnn.miscnn.processing.subfunctions,clipping,Rebellious hierarchy,Clipping,37,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/processing/subfunctions/clipping.py,Class 'Clipping' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: postprocessing.
frankkramer-lab_MIScnn.miscnn.processing.subfunctions,normalization,Rebellious hierarchy,Normalization,42,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/processing/subfunctions/normalization.py,Class 'Normalization' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: postprocessing.
frankkramer-lab_MIScnn.miscnn.processing.subfunctions,transform_HU,Rebellious hierarchy,TransformHU,39,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/processing/subfunctions/transform_HU.py,Class 'TransformHU' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: postprocessing.
frankkramer-lab_MIScnn.miscnn.utils,plotting,Multifaceted abstraction,plotting,1,/Volumes/BrokeExt/NICHE/frankkramer-lab_MIScnn/miscnn/utils/plotting.py,"Class 'plotting' has a high LCOM value of 1, indicating it may have multiple responsibilities."
