Package,Module,Smell,Class/Module,Line no,File,Details
eth-sri_eran.tf_verify,ai_milp,Insufficient modularization,ai_milp,1,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/ai_milp.py,"Module 'ai_milp' is insufficiently modularized with NOPM: 17, WMC: 187, NOM: 18."
eth-sri_eran.tf_verify,config,Broken modularization,config,27,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/config.py,Class 'config' contains only data members without any method implementations.
eth-sri_eran.tf_verify,deeppoly_nodes,Broken hierarchy,DeeppolyFCNode,225,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deeppoly_nodes.py,Class 'DeeppolyFCNode' and its superclass 'DeeppolyNode' may not share a proper 'IS-A' relationship.
eth-sri_eran.tf_verify,deeppoly_nodes,Broken hierarchy,DeeppolyReluNode,287,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deeppoly_nodes.py,Class 'DeeppolyReluNode' and its superclass 'DeeppolyNonlinearity' may not share a proper 'IS-A' relationship.
eth-sri_eran.tf_verify,deeppoly_nodes,Broken hierarchy,DeeppolySignNode,319,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deeppoly_nodes.py,Class 'DeeppolySignNode' and its superclass 'DeeppolyNonlinearity' may not share a proper 'IS-A' relationship.
eth-sri_eran.tf_verify,deeppoly_nodes,Broken hierarchy,DeeppolySigmoidNode,349,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deeppoly_nodes.py,Class 'DeeppolySigmoidNode' and its superclass 'DeeppolyNonlinearity' may not share a proper 'IS-A' relationship.
eth-sri_eran.tf_verify,deeppoly_nodes,Broken hierarchy,DeeppolyTanhNode,379,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deeppoly_nodes.py,Class 'DeeppolyTanhNode' and its superclass 'DeeppolyNonlinearity' may not share a proper 'IS-A' relationship.
eth-sri_eran.tf_verify,deeppoly_nodes,Broken hierarchy,DeeppolyLeakyReluNode,410,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deeppoly_nodes.py,Class 'DeeppolyLeakyReluNode' and its superclass 'DeeppolyNonlinearity' may not share a proper 'IS-A' relationship.
eth-sri_eran.tf_verify,deepzono_nodes,Broken hierarchy,DeepzonoRelu,682,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deepzono_nodes.py,Class 'DeepzonoRelu' and its superclass 'DeepzonoNonlinearity' may not share a proper 'IS-A' relationship.
eth-sri_eran.tf_verify,deepzono_nodes,Broken hierarchy,DeepzonoSigmoid,718,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deepzono_nodes.py,Class 'DeepzonoSigmoid' and its superclass 'DeepzonoNonlinearity' may not share a proper 'IS-A' relationship.
eth-sri_eran.tf_verify,deepzono_nodes,Broken hierarchy,DeepzonoTanh,747,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deepzono_nodes.py,Class 'DeepzonoTanh' and its superclass 'DeepzonoNonlinearity' may not share a proper 'IS-A' relationship.
eth-sri_eran.tf_verify,deepzono_nodes,Multifaceted abstraction,deepzono_nodes,1,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/deepzono_nodes.py,"Class 'deepzono_nodes' has a high LCOM value of 1, indicating it may have multiple responsibilities."
eth-sri_eran.tf_verify,onnx_translator,Insufficient modularization,ONNXTranslator,374,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/onnx_translator.py,"Class 'ONNXTranslator' is insufficiently modularized with NOPM: 18, WMC: 112, NOM: 19."
eth-sri_eran.tf_verify,onnx_translator,Insufficient modularization,onnx_translator,1,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/onnx_translator.py,"Module 'onnx_translator' is insufficiently modularized with NOPM: 6, WMC: 194, NOM: 6."
eth-sri_eran.tf_verify.spatial,t_1_norm_transformer,Rebellious hierarchy,T1NormTransformer,27,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/spatial/t_1_norm_transformer.py,Class 'T1NormTransformer' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: linear_constraints.
eth-sri_eran.tf_verify.spatial,t_2_norm_transformer,Rebellious hierarchy,T2NormTransformer,30,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/spatial/t_2_norm_transformer.py,Class 'T2NormTransformer' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: linear_constraints.
eth-sri_eran.tf_verify.spatial,t_inf_norm_transformer,Rebellious hierarchy,TInfNormTransformer,28,/Volumes/BrokeExt/NICHE/eth-sri_eran/tf_verify/spatial/t_inf_norm_transformer.py,Class 'TInfNormTransformer' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: add_norm_constraints.
