Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
taehoonlee_tensornets,setup,,0,0,0,0,2,2,-1,0,0
taehoonlee_tensornets.examples,evaluate_imagenet,,88,16,3,3,13,13,1,0,0
