Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
SPFlow_SPFlow.Documentation,Dependencies,,5,2,2,2,7,7,1,0,0
SPFlow_SPFlow.Documentation,__init__,,0,0,0,0,0,0,-1,0,0
SPFlow_SPFlow.Documentation,basics,,271,19,18,18,3,3,0.39,0,1
SPFlow_SPFlow.docs.examples.language,plot_spn_dsl,,0,0,0,0,2,2,-1,0,0
SPFlow_SPFlow.docs.examples.language,plot_spn_object_hierarchy,,0,0,0,0,8,8,-1,0,1
SPFlow_SPFlow.docs.examples.models,cnets,,0,0,0,0,7,7,-1,0,0
SPFlow_SPFlow.docs.examples.models,mixed_spn,,0,0,0,0,7,7,-1,0,1
SPFlow_SPFlow.docs.examples.models,multivariate_leaf,,0,0,0,0,4,4,-1,0,0
SPFlow_SPFlow.docs.examples.models,parametric_spn,,0,0,0,0,7,7,-1,0,0
SPFlow_SPFlow.docs.examples.models,plot_learn_spn_classifier,,0,0,0,0,3,3,-1,0,0
SPFlow_SPFlow.docs.examples.queries,plot_marginalize,,0,0,0,0,9,9,-1,0,1
SPFlow_SPFlow.docs.examples.queries,plot_tractable_inference,,0,0,0,0,13,13,-1,0,1
SPFlow_SPFlow.docs.source,conf,,7,1,1,1,31,31,0,0,0
SPFlow_SPFlow.src,setup,,0,0,0,0,2,2,-1,0,0
SPFlow_SPFlow.src.spn,__init__,,0,0,0,0,1,1,-1,0,0
SPFlow_SPFlow.src.spn,_meta,,0,0,0,0,1,0,-1,0,0
SPFlow_SPFlow.src.spn.algorithms,CnetStructureLearning,,104,10,2,2,22,22,0,0,1
SPFlow_SPFlow.src.spn.algorithms,Condition,,41,8,4,4,1,1,1,0,1
SPFlow_SPFlow.src.spn.algorithms,EM,,41,9,3,3,7,6,1,0,0
SPFlow_SPFlow.src.spn.algorithms,Gradient,,66,12,8,8,10,8,0.38,0,0
SPFlow_SPFlow.src.spn.algorithms,Inference,,83,15,11,9,12,10,0.55,0,0
SPFlow_SPFlow.src.spn.algorithms,LeafLearning,,16,2,1,1,1,1,0,0,0
SPFlow_SPFlow.src.spn.algorithms,LearningWrappers,,93,24,6,6,14,14,0.33,0,1
SPFlow_SPFlow.src.spn.algorithms,MPE,,50,11,6,6,7,5,0.33,0,0
SPFlow_SPFlow.src.spn.algorithms,Marginalization,,34,4,1,1,4,4,0,0,0
SPFlow_SPFlow.src.spn.algorithms,Posteriors,,201,26,11,11,5,5,0.18,0,0
