Package,Module,Smell,Class/Module,Line no,File,Details
keras-team_autokeras.autokeras,auto_model_test,Insufficient modularization,auto_model_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/auto_model_test.py,"Module 'auto_model_test' is insufficiently modularized with NOPM: 26, WMC: 26, NOM: 26."
keras-team_autokeras.autokeras,conftest,Multifaceted abstraction,conftest,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/conftest.py,"Class 'conftest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras,graph_test,Multifaceted abstraction,graph_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/graph_test.py,"Class 'graph_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras,keras_layers,Broken hierarchy,CastToFloat32,31,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/keras_layers.py,Class 'CastToFloat32' and its superclass 'PreprocessingLayer' may not share a proper 'IS-A' relationship.
keras-team_autokeras.autokeras,keras_layers,Broken hierarchy,ExpandLastDim,43,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/keras_layers.py,Class 'ExpandLastDim' and its superclass 'PreprocessingLayer' may not share a proper 'IS-A' relationship.
keras-team_autokeras.autokeras,keras_layers,Multifaceted abstraction,CastToFloat32,31,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/keras_layers.py,"Class 'CastToFloat32' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras,keras_layers,Multifaceted abstraction,ExpandLastDim,43,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/keras_layers.py,"Class 'ExpandLastDim' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras,keras_layers_test,Multifaceted abstraction,keras_layers_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/keras_layers_test.py,"Class 'keras_layers_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras,nodes,Multifaceted abstraction,Input,42,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/nodes.py,"Class 'Input' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras,nodes,Multifaceted abstraction,ImageInput,75,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/nodes.py,"Class 'ImageInput' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras,nodes,Multifaceted abstraction,TextInput,107,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/nodes.py,"Class 'TextInput' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.adapters,input_adapters_test,Multifaceted abstraction,input_adapters_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/adapters/input_adapters_test.py,"Class 'input_adapters_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.adapters,output_adapters,Broken hierarchy,ClassificationAdapter,38,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/adapters/output_adapters.py,Class 'ClassificationAdapter' and its superclass 'HeadAdapter' may not share a proper 'IS-A' relationship.
keras-team_autokeras.autokeras.adapters,output_adapters,Broken hierarchy,RegressionAdapter,42,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/adapters/output_adapters.py,Class 'RegressionAdapter' and its superclass 'HeadAdapter' may not share a proper 'IS-A' relationship.
keras-team_autokeras.autokeras.analysers,input_analysers_test,Multifaceted abstraction,input_analysers_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/analysers/input_analysers_test.py,"Class 'input_analysers_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.analysers,output_analysers_test,Multifaceted abstraction,output_analysers_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/analysers/output_analysers_test.py,"Class 'output_analysers_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.blocks,basic_test,Insufficient modularization,basic_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/blocks/basic_test.py,"Module 'basic_test' is insufficiently modularized with NOPM: 33, WMC: 33, NOM: 33."
keras-team_autokeras.autokeras.blocks,basic_test,Multifaceted abstraction,basic_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/blocks/basic_test.py,"Class 'basic_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.blocks,heads_test,Multifaceted abstraction,heads_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/blocks/heads_test.py,"Class 'heads_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.blocks,preprocessing_test,Multifaceted abstraction,preprocessing_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/blocks/preprocessing_test.py,"Class 'preprocessing_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.blocks,reduction,Multifaceted abstraction,SpatialReduction,142,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/blocks/reduction.py,"Class 'SpatialReduction' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.blocks,reduction,Multifaceted abstraction,TemporalReduction,164,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/blocks/reduction.py,"Class 'TemporalReduction' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.blocks,reduction_test,Multifaceted abstraction,reduction_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/blocks/reduction_test.py,"Class 'reduction_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.blocks,wrapper,Broken modularization,wrapper,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/blocks/wrapper.py,Module 'wrapper' contains only data members without any method implementations.
keras-team_autokeras.autokeras.blocks,wrapper_test,Multifaceted abstraction,wrapper_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/blocks/wrapper_test.py,"Class 'wrapper_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.engine,head,Multifaceted abstraction,head,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/engine/head.py,"Class 'head' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.engine,preprocessor,Multifaceted abstraction,Preprocessor,18,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/engine/preprocessor.py,"Class 'Preprocessor' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.integration_tests,task_api_test,Multifaceted abstraction,task_api_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/integration_tests/task_api_test.py,"Class 'task_api_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.preprocessors,encoders_test,Multifaceted abstraction,encoders_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/preprocessors/encoders_test.py,"Class 'encoders_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.preprocessors,postprocessors,Broken hierarchy,SigmoidPostprocessor,25,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/preprocessors/postprocessors.py,Class 'SigmoidPostprocessor' and its superclass 'PostProcessor' may not share a proper 'IS-A' relationship.
keras-team_autokeras.autokeras.preprocessors,postprocessors,Broken hierarchy,SoftmaxPostprocessor,43,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/preprocessors/postprocessors.py,Class 'SoftmaxPostprocessor' and its superclass 'PostProcessor' may not share a proper 'IS-A' relationship.
keras-team_autokeras.autokeras.preprocessors,postprocessors_test,Multifaceted abstraction,postprocessors_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/preprocessors/postprocessors_test.py,"Class 'postprocessors_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.tuners,greedy_test,Multifaceted abstraction,greedy_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/tuners/greedy_test.py,"Class 'greedy_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.tuners,task_specific_test,Multifaceted abstraction,task_specific_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/tuners/task_specific_test.py,"Class 'task_specific_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.utils,data_utils_test,Multifaceted abstraction,data_utils_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/utils/data_utils_test.py,"Class 'data_utils_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.utils,io_utils_test,Multifaceted abstraction,io_utils_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/utils/io_utils_test.py,"Class 'io_utils_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.utils,layer_utils,Multifaceted abstraction,layer_utils,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/utils/layer_utils.py,"Class 'layer_utils' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.autokeras.utils,utils_test,Multifaceted abstraction,utils_test,1,/Volumes/BrokeExt/NICHE/keras-team_autokeras/autokeras/utils/utils_test.py,"Class 'utils_test' has a high LCOM value of 1, indicating it may have multiple responsibilities."
keras-team_autokeras.benchmark.experiments,image,Broken hierarchy,MNIST,28,/Volumes/BrokeExt/NICHE/keras-team_autokeras/benchmark/experiments/image.py,Class 'MNIST' and its superclass 'ImageClassifierExperiment' may not share a proper 'IS-A' relationship.
keras-team_autokeras.benchmark.experiments,image,Broken hierarchy,CIFAR10,37,/Volumes/BrokeExt/NICHE/keras-team_autokeras/benchmark/experiments/image.py,Class 'CIFAR10' and its superclass 'ImageClassifierExperiment' may not share a proper 'IS-A' relationship.
keras-team_autokeras.benchmark.experiments,text,Multifaceted abstraction,IMDB,25,/Volumes/BrokeExt/NICHE/keras-team_autokeras/benchmark/experiments/text.py,"Class 'IMDB' has a high LCOM value of 1, indicating it may have multiple responsibilities."
