Package,Module,Smell,Class/Module,Line no,File,Details
magenta_ddsp.ddsp,core,Insufficient modularization,core,1,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/core.py,"Module 'core' is insufficiently modularized with NOPM: 64, WMC: 122, NOM: 65."
magenta_ddsp.ddsp,core_test,Multifaceted abstraction,UtilitiesTest,25,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/core_test.py,"Class 'UtilitiesTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp,core_test,Multifaceted abstraction,InterpolatingLookupTest,592,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/core_test.py,"Class 'InterpolatingLookupTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp,losses,Wide hierarchy,Loss,0,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/losses.py,Class 'Loss' has a wide hierarchy with 8 direct subclasses.
magenta_ddsp.ddsp,processors,Multifaceted abstraction,Add,163,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/processors.py,"Class 'Add' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp,processors,Multifaceted abstraction,Mix,180,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/processors.py,"Class 'Mix' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp,synths,Multifaceted abstraction,TensorToAudio,24,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/synths.py,"Class 'TensorToAudio' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training,cloud_test,Multifaceted abstraction,MakeFilePathsLocalTest,23,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/cloud_test.py,"Class 'MakeFilePathsLocalTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training,data,Broken hierarchy,ZippedProvider,338,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/data.py,Class 'ZippedProvider' and its superclass 'BaseMultiProvider' may not share a proper 'IS-A' relationship.
magenta_ddsp.ddsp.training,data,Broken hierarchy,MixedProvider,386,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/data.py,Class 'MixedProvider' and its superclass 'BaseMultiProvider' may not share a proper 'IS-A' relationship.
magenta_ddsp.ddsp.training,data,Broken hierarchy,Urmp,450,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/data.py,Class 'Urmp' and its superclass 'LegacyTFRecordProvider' may not share a proper 'IS-A' relationship.
magenta_ddsp.ddsp.training,encoders,Wide hierarchy,ZEncoder,0,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/encoders.py,Class 'ZEncoder' has a wide hierarchy with 6 direct subclasses.
magenta_ddsp.ddsp.training,heuristics_test,Multifaceted abstraction,HeuristicsTest,23,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/heuristics_test.py,"Class 'HeuristicsTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training,inference,Multifaceted abstraction,VSTPredictControls,249,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/inference.py,"Class 'VSTPredictControls' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training,inference,Multifaceted abstraction,VSTStatelessPredictControls,301,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/inference.py,"Class 'VSTStatelessPredictControls' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training,inference,Multifaceted abstraction,VSTSynthesizeHarmonic,482,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/inference.py,"Class 'VSTSynthesizeHarmonic' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training,inference,Multifaceted abstraction,VSTSynthesizeNoise,542,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/inference.py,"Class 'VSTSynthesizeNoise' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training,metrics,Multifaceted abstraction,EvalCounts,355,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/metrics.py,"Class 'EvalCounts' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training,metrics_test,Multifaceted abstraction,MetricsObjectsTest,75,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/metrics_test.py,"Class 'MetricsObjectsTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training,nn,Insufficient modularization,nn,1,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/nn.py,"Module 'nn' is insufficiently modularized with NOPM: 18, WMC: 138, NOM: 18."
magenta_ddsp.ddsp.training,preprocessing,Multifaceted abstraction,preprocessing,1,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/preprocessing.py,"Class 'preprocessing' has a high LCOM value of 1, indicating it may have multiple responsibilities."
magenta_ddsp.ddsp.training.docker,task_test,Multifaceted abstraction,GetWorkerBehaviorInfoTest,24,/Volumes/BrokeExt/NICHE/magenta_ddsp/ddsp/training/docker/task_test.py,"Class 'GetWorkerBehaviorInfoTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
