Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
magenta_ddsp,setup,,0,0,0,0,1,1,-1,0,0
magenta_ddsp,update_gin_config,,62,15,2,2,14,13,0,0,0
magenta_ddsp.ddsp,__init__,,0,0,0,0,0,0,-1,0,0
magenta_ddsp.ddsp,core,,643,122,65,64,46,46,0.18,0,0
magenta_ddsp.ddsp,core_test,,481,54,1,1,3,3,0,0,0
