Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,EagleEye_normal_prune,,105,18,5,5,75,74,0.2,0,1
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,EagleEye_regular_prune,,108,21,5,5,78,77,0.2,0,1
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,EagleEye_slim_prune,,105,20,5,5,77,76,0.2,0,1
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,PTQ,,83,5,1,1,9,9,0,0,2
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,convert,,12,2,1,1,3,2,0,0,1
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,convert_FPGA,,152,35,1,1,27,26,0,0,1
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,convert_FPGA_2,,146,33,1,1,30,29,0,0,1
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,detect,,152,33,1,1,34,34,0,0,2
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,info,,0,0,0,0,4,4,-1,0,1
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,layer_channel_prune,,74,15,5,5,71,70,1,0,0
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,layer_channel_regular_prune,,129,20,5,5,74,73,1,0,0
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,layer_prune,,32,9,3,3,51,51,1,0,0
SpursLipu_YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone,models,,823,120,6,6,48,47,0.5,8,1
