Package,Module,Smell,Class/Module,Line no,File,Details
arogozhnikov_einops.einops,_backends,Insufficient modularization,_backends,1,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/_backends.py,"Module '_backends' is insufficiently modularized with NOPM: 1, WMC: 171, NOM: 1."
arogozhnikov_einops.einops,_backends,Multifaceted abstraction,UnknownSize,137,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/_backends.py,"Class 'UnknownSize' has a high LCOM value of 1, indicating it may have multiple responsibilities."
arogozhnikov_einops.einops,_backends,Wide hierarchy,AbstractBackend,0,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/_backends.py,Class 'AbstractBackend' has a wide hierarchy with 8 direct subclasses.
arogozhnikov_einops.einops,einops,Insufficient modularization,einops,1,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/einops.py,"Module 'einops' is insufficiently modularized with NOPM: 10, WMC: 135, NOM: 21."
arogozhnikov_einops.einops.layers,_einmix,Wide hierarchy,_EinmixMixin,0,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/layers/_einmix.py,Class '_EinmixMixin' has a wide hierarchy with 6 direct subclasses.
arogozhnikov_einops.einops.layers,tensorflow,Multifaceted abstraction,Rearrange,27,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/layers/tensorflow.py,"Class 'Rearrange' has a high LCOM value of 1, indicating it may have multiple responsibilities."
arogozhnikov_einops.einops.layers,tensorflow,Multifaceted abstraction,Reduce,38,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/layers/tensorflow.py,"Class 'Reduce' has a high LCOM value of 1, indicating it may have multiple responsibilities."
arogozhnikov_einops.einops.tests,test_einsum,Multifaceted abstraction,test_einsum,1,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/tests/test_einsum.py,"Class 'test_einsum' has a high LCOM value of 1, indicating it may have multiple responsibilities."
arogozhnikov_einops.einops.tests,test_examples,Multifaceted abstraction,test_examples,1,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/tests/test_examples.py,"Class 'test_examples' has a high LCOM value of 1, indicating it may have multiple responsibilities."
arogozhnikov_einops.einops.tests,test_ops,Insufficient modularization,test_ops,1,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/tests/test_ops.py,"Module 'test_ops' is insufficiently modularized with NOPM: 27, WMC: 94, NOM: 27."
arogozhnikov_einops.einops.tests,test_other,Multifaceted abstraction,test_other,1,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/tests/test_other.py,"Class 'test_other' has a high LCOM value of 1, indicating it may have multiple responsibilities."
arogozhnikov_einops.einops.tests,test_parsing,Multifaceted abstraction,test_parsing,1,/Volumes/BrokeExt/NICHE/arogozhnikov_einops/einops/tests/test_parsing.py,"Class 'test_parsing' has a high LCOM value of 1, indicating it may have multiple responsibilities."
