Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
biolib_openprotein,__main__,,0,0,0,0,0,0,-1,0,0
biolib_openprotein,dashboard,,15,5,3,3,3,3,1,1,1
