Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
vita-epfl_openpifpaf,setup,,35,4,1,1,2,2,0,0,0
vita-epfl_openpifpaf,versioneer,,814,176,27,27,69,66,0.07,1,1
