Package,Module,Smell,Class/Module,Line no,File,Details
HazyResearch_fonduer.src.fonduer,meta,Multifaceted abstraction,meta,1,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/meta.py,"Class 'meta' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.candidates,matchers,Broken hierarchy,PersonMatcher,393,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/matchers.py,Class 'PersonMatcher' and its superclass 'RegexMatchEach' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates,matchers,Broken hierarchy,LocationMatcher,408,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/matchers.py,Class 'LocationMatcher' and its superclass 'RegexMatchEach' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates,matchers,Broken hierarchy,OrganizationMatcher,423,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/matchers.py,Class 'OrganizationMatcher' and its superclass 'RegexMatchEach' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates,matchers,Broken hierarchy,DateMatcher,438,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/matchers.py,Class 'DateMatcher' and its superclass 'RegexMatchEach' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates,matchers,Broken hierarchy,NumberMatcher,453,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/matchers.py,Class 'NumberMatcher' and its superclass 'RegexMatchEach' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates,matchers,Broken hierarchy,MiscMatcher,468,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/matchers.py,Class 'MiscMatcher' and its superclass 'RegexMatchEach' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates,matchers,Broken hierarchy,DoNothingMatcher,509,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/matchers.py,Class 'DoNothingMatcher' and its superclass '_Matcher' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates,matchers,Wide hierarchy,_Matcher,0,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/matchers.py,Class '_Matcher' has a wide hierarchy with 9 direct subclasses.
HazyResearch_fonduer.src.fonduer.candidates,matchers,Wide hierarchy,RegexMatchEach,0,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/matchers.py,Class 'RegexMatchEach' has a wide hierarchy with 6 direct subclasses.
HazyResearch_fonduer.src.fonduer.candidates,mentions,Wide hierarchy,MentionSpace,0,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/mentions.py,Class 'MentionSpace' has a wide hierarchy with 9 direct subclasses.
HazyResearch_fonduer.src.fonduer.candidates.models,caption_mention,Broken hierarchy,CaptionMention,80,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/caption_mention.py,Class 'CaptionMention' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates.models,caption_mention,Broken modularization,CaptionMention,80,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/caption_mention.py,Class 'CaptionMention' contains only data members without any method implementations.
HazyResearch_fonduer.src.fonduer.candidates.models,cell_mention,Broken hierarchy,CellMention,82,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/cell_mention.py,Class 'CellMention' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates.models,cell_mention,Broken modularization,CellMention,82,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/cell_mention.py,Class 'CellMention' contains only data members without any method implementations.
HazyResearch_fonduer.src.fonduer.candidates.models,document_mention,Broken hierarchy,DocumentMention,77,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/document_mention.py,Class 'DocumentMention' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates.models,document_mention,Broken modularization,DocumentMention,77,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/document_mention.py,Class 'DocumentMention' contains only data members without any method implementations.
HazyResearch_fonduer.src.fonduer.candidates.models,figure_mention,Broken hierarchy,FigureMention,82,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/figure_mention.py,Class 'FigureMention' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates.models,figure_mention,Broken modularization,FigureMention,82,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/figure_mention.py,Class 'FigureMention' contains only data members without any method implementations.
HazyResearch_fonduer.src.fonduer.candidates.models,implicit_span_mention,Broken hierarchy,ImplicitSpanMention,226,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/implicit_span_mention.py,Class 'ImplicitSpanMention' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates.models,implicit_span_mention,Multifaceted abstraction,ImplicitSpanMention,226,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/implicit_span_mention.py,"Class 'ImplicitSpanMention' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.candidates.models,paragraph_mention,Broken hierarchy,ParagraphMention,83,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/paragraph_mention.py,Class 'ParagraphMention' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates.models,paragraph_mention,Broken modularization,ParagraphMention,83,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/paragraph_mention.py,Class 'ParagraphMention' contains only data members without any method implementations.
HazyResearch_fonduer.src.fonduer.candidates.models,section_mention,Broken hierarchy,SectionMention,81,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/section_mention.py,Class 'SectionMention' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates.models,section_mention,Broken modularization,SectionMention,81,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/section_mention.py,Class 'SectionMention' contains only data members without any method implementations.
HazyResearch_fonduer.src.fonduer.candidates.models,span_mention,Broken hierarchy,SpanMention,230,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/span_mention.py,Class 'SpanMention' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates.models,span_mention,Multifaceted abstraction,SpanMention,230,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/span_mention.py,"Class 'SpanMention' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.candidates.models,table_mention,Broken hierarchy,TableMention,81,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/table_mention.py,Class 'TableMention' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.candidates.models,table_mention,Broken modularization,TableMention,81,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/table_mention.py,Class 'TableMention' contains only data members without any method implementations.
HazyResearch_fonduer.src.fonduer.candidates.models,temporary_context,Multifaceted abstraction,TemporaryContext,8,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/temporary_context.py,"Class 'TemporaryContext' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.candidates.models,temporary_context,Wide hierarchy,TemporaryContext,0,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/candidates/models/temporary_context.py,Class 'TemporaryContext' has a wide hierarchy with 8 direct subclasses.
HazyResearch_fonduer.src.fonduer.features.models,feature,Broken hierarchy,FeatureKey,9,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/features/models/feature.py,Class 'FeatureKey' and its superclass 'AnnotationKeyMixin' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.features.models,feature,Broken hierarchy,Feature,15,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/features/models/feature.py,Class 'Feature' and its superclass 'AnnotationMixin' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.learning,task,Multifaceted abstraction,task,1,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/learning/task.py,"Class 'task' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.learning.models,prediction,Broken hierarchy,PredictionKey,8,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/learning/models/prediction.py,Class 'PredictionKey' and its superclass 'AnnotationKeyMixin' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.learning.models,prediction,Broken hierarchy,Prediction,14,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/learning/models/prediction.py,Class 'Prediction' and its superclass 'AnnotationMixin' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser,parser,Multifaceted abstraction,Parser,44,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/parser.py,"Class 'Parser' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.parser.lingual_parser,lingual_parser,Multifaceted abstraction,LingualParser,7,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/lingual_parser/lingual_parser.py,"Class 'LingualParser' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.parser.models,caption,Broken hierarchy,Caption,8,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/caption.py,Class 'Caption' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,context,Broken modularization,Context,7,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/context.py,Class 'Context' contains only data members without any method implementations.
HazyResearch_fonduer.src.fonduer.parser.models,context,Wide hierarchy,Context,0,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/context.py,Class 'Context' has a wide hierarchy with 18 direct subclasses.
HazyResearch_fonduer.src.fonduer.parser.models,document,Broken hierarchy,Document,8,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/document.py,Class 'Document' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,figure,Broken hierarchy,Figure,8,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/figure.py,Class 'Figure' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,paragraph,Broken hierarchy,Paragraph,8,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/paragraph.py,Class 'Paragraph' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,section,Broken hierarchy,Section,8,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/section.py,Class 'Section' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,sentence,Broken hierarchy,Sentence,223,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/sentence.py,Class 'Sentence' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,sentence,Broken hierarchy,Sentence,223,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/sentence.py,Class 'Sentence' and its superclass 'TabularMixin' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,sentence,Broken hierarchy,Sentence,223,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/sentence.py,Class 'Sentence' and its superclass 'LingualMixin' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,sentence,Broken hierarchy,Sentence,223,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/sentence.py,Class 'Sentence' and its superclass 'VisualMixin' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,sentence,Broken hierarchy,Sentence,223,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/sentence.py,Class 'Sentence' and its superclass 'StructuralMixin' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,sentence,Multifaceted abstraction,SentenceMixin,17,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/sentence.py,"Class 'SentenceMixin' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.parser.models,sentence,Multifaceted abstraction,LingualMixin,53,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/sentence.py,"Class 'LingualMixin' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.parser.models,sentence,Multifaceted abstraction,TabularMixin,86,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/sentence.py,"Class 'TabularMixin' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.parser.models,sentence,Multifaceted abstraction,StructuralMixin,197,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/sentence.py,"Class 'StructuralMixin' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.parser.models,table,Broken hierarchy,Table,8,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/table.py,Class 'Table' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,table,Broken hierarchy,Cell,65,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/table.py,Class 'Cell' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.models,webpage,Broken hierarchy,Webpage,7,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/models/webpage.py,Class 'Webpage' and its superclass 'Context' may not share a proper 'IS-A' relationship.
HazyResearch_fonduer.src.fonduer.parser.preprocessors,html_doc_preprocessor,Multifaceted abstraction,HTMLDocPreprocessor,12,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/preprocessors/html_doc_preprocessor.py,"Class 'HTMLDocPreprocessor' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.parser.visual_parser,hocr_visual_parser,Multifaceted abstraction,HocrVisualParser,15,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/parser/visual_parser/hocr_visual_parser.py,"Class 'HocrVisualParser' has a high LCOM value of 1, indicating it may have multiple responsibilities."
HazyResearch_fonduer.src.fonduer.supervision.models,label,Broken hierarchy,GoldLabelKey,9,/Volumes/BrokeExt/NICHE/HazyResearch_fonduer/src/fonduer/supervision/models/label.py,Class 'GoldLabelKey' and its superclass 'AnnotationKeyMixin' may not share a proper 'IS-A' relationship.
