Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
sshuair_torchsat,setup,,0,0,0,0,3,3,-1,0,0
sshuair_torchsat.docs.source,conf,,0,0,0,0,10,10,-1,0,0
sshuair_torchsat.scripts,train_cd,,108,11,5,5,6,6,0.2,0,1
sshuair_torchsat.scripts,train_cls,,87,10,5,5,7,7,0.2,0,1
sshuair_torchsat.scripts,train_seg,,100,9,5,5,6,6,0.2,0,1
sshuair_torchsat.tests,test_models,,38,4,3,3,4,4,1,0,0
sshuair_torchsat.tests,test_transform_cls,,237,29,19,19,10,10,0,0,0
sshuair_torchsat.tests,test_transform_det,,44,5,4,4,5,5,0,0,0
sshuair_torchsat.tests,test_transform_seg,,275,28,19,19,14,14,0,0,0
sshuair_torchsat.torchsat,__init__,,0,0,0,0,1,0,-1,0,0
sshuair_torchsat.torchsat.cli,__init__,,0,0,0,0,0,0,-1,0,0
sshuair_torchsat.torchsat.cli,calcuate_mean_std,,26,6,2,2,1,1,0,0,0
sshuair_torchsat.torchsat.cli,cli,,2,1,1,1,0,0,0,0,0
sshuair_torchsat.torchsat.cli,make_mask_cls,,27,8,2,2,8,8,0,0,0
sshuair_torchsat.torchsat.cli,make_mask_seg,,50,6,1,1,12,12,0,0,0
sshuair_torchsat.torchsat.datasets,__init__,,0,0,0,0,0,0,-1,0,0
sshuair_torchsat.torchsat.datasets,eurosat,,22,4,0,0,1,1,-1,0,0
