Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
CyberZHG_keras-bert,setup,,12,4,3,3,1,1,0.33,0,0
CyberZHG_keras-bert.demo.load_model,__init__,,0,0,0,0,0,0,-1,0,0
CyberZHG_keras-bert.demo.load_model,load_and_extract,,0,0,0,0,9,9,-1,0,1
CyberZHG_keras-bert.demo.load_model,load_and_get_attention_map,,0,0,0,0,10,10,-1,0,1
CyberZHG_keras-bert.demo.load_model,load_and_pool,,0,0,0,0,10,10,-1,0,1
CyberZHG_keras-bert.demo.load_model,load_and_predict,,0,0,0,0,18,18,-1,0,1
CyberZHG_keras-bert.demo.tune,__init__,,0,0,0,0,0,0,-1,0,0
CyberZHG_keras-bert.demo.visualization,__init__,,0,0,0,0,0,0,-1,0,0
CyberZHG_keras-bert.demo.visualization,vis,,0,0,0,0,4,4,-1,0,0
CyberZHG_keras-bert.keras_bert,__init__,,0,0,0,0,1,0,-1,0,0
CyberZHG_keras-bert.keras_bert,bert,,187,31,6,6,37,36,0.67,0,0
CyberZHG_keras-bert.keras_bert,loader,,112,11,5,5,9,8,0.2,0,0
CyberZHG_keras-bert.keras_bert,tokenizer,,241,64,0,0,0,0,-1,6,0
