Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
onnx_onnxmltools,setup,,0,0,0,0,7,7,-1,0,0
onnx_onnxmltools.docs,conf,,2,1,1,1,19,19,0,0,0
onnx_onnxmltools.docs.examples,plot_convert_h2o,,0,0,0,0,19,19,-1,0,0
onnx_onnxmltools.docs.examples,plot_convert_keras,,0,0,0,0,15,15,-1,0,0
onnx_onnxmltools.docs.examples,plot_convert_libsvm,,0,0,0,0,21,21,-1,0,0
onnx_onnxmltools.docs.examples,plot_convert_lightgbm,,0,0,0,0,16,16,-1,0,0
onnx_onnxmltools.docs.examples,plot_convert_sklearn,,0,0,0,0,13,13,-1,0,0
onnx_onnxmltools.docs.examples,plot_convert_sparkml,,16,4,2,2,25,25,1,0,0
onnx_onnxmltools.docs.examples,plot_convert_xgboost,,0,0,0,0,16,16,-1,0,0
onnx_onnxmltools.onnxmltools,__init__,,0,0,0,0,6,0,-1,0,0
onnx_onnxmltools.onnxmltools.convert,__init__,,0,0,0,0,0,0,-1,0,0
onnx_onnxmltools.onnxmltools.convert,main,,302,50,12,10,12,12,0.75,0,0
onnx_onnxmltools.onnxmltools.convert.common,__init__,,0,0,0,0,0,0,-1,0,0
onnx_onnxmltools.onnxmltools.convert.common,_apply_operation,,0,0,0,0,0,0,-1,0,0
onnx_onnxmltools.onnxmltools.convert.common,_container,,28,10,0,0,0,0,-1,5,0
