Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_1.0_softmax,,14,3,1,1,20,20,0,0,0
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_2.0_five_layers_sigmoid,,14,3,1,1,38,38,0,0,0
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_2.1_five_layers_relu_lrdecay,,15,3,1,1,39,39,0,0,0
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_2.2_five_layers_relu_lrdecay_dropout,,16,3,1,1,44,44,0,0,0
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_3.0_convolutional,,16,3,1,1,40,40,0,0,0
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_3.1_convolutional_bigger_dropout,,15,3,1,1,42,42,0,0,0
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_4.0_batchnorm_five_layers_sigmoid,,26,5,3,3,56,56,1,0,0
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_4.1_batchnorm_five_layers_relu,,29,6,3,3,54,54,1,0,0
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_4.2_batchnorm_convolutional,,35,7,4,4,60,60,1,0,0
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnistdata,,44,10,1,1,0,0,0,2,2
