Package,Module,Smell,Class/Module,Line no,File,Details
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_4.0_batchnorm_five_layers_sigmoid,Multifaceted abstraction,mnist_4.0_batchnorm_five_layers_sigmoid,1,/Volumes/BrokeExt/NICHE/GoogleCloudPlatform_tensorflow-without-a-phd/tensorflow-mnist-tutorial/mnist_4.0_batchnorm_five_layers_sigmoid.py,"Class 'mnist_4.0_batchnorm_five_layers_sigmoid' has a high LCOM value of 1, indicating it may have multiple responsibilities."
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_4.1_batchnorm_five_layers_relu,Multifaceted abstraction,mnist_4.1_batchnorm_five_layers_relu,1,/Volumes/BrokeExt/NICHE/GoogleCloudPlatform_tensorflow-without-a-phd/tensorflow-mnist-tutorial/mnist_4.1_batchnorm_five_layers_relu.py,"Class 'mnist_4.1_batchnorm_five_layers_relu' has a high LCOM value of 1, indicating it may have multiple responsibilities."
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-mnist-tutorial,mnist_4.2_batchnorm_convolutional,Multifaceted abstraction,mnist_4.2_batchnorm_convolutional,1,/Volumes/BrokeExt/NICHE/GoogleCloudPlatform_tensorflow-without-a-phd/tensorflow-mnist-tutorial/mnist_4.2_batchnorm_convolutional.py,"Class 'mnist_4.2_batchnorm_convolutional' has a high LCOM value of 1, indicating it may have multiple responsibilities."
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-planespotting.trainer_yolo,datagen,Insufficient modularization,datagen,1,/Volumes/BrokeExt/NICHE/GoogleCloudPlatform_tensorflow-without-a-phd/tensorflow-planespotting/trainer_yolo/datagen.py,"Module 'datagen' is insufficiently modularized with NOPM: 29, WMC: 46, NOM: 29."
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-planespotting.trainer_yolo,utils_box,Insufficient modularization,utils_box,1,/Volumes/BrokeExt/NICHE/GoogleCloudPlatform_tensorflow-without-a-phd/tensorflow-planespotting/trainer_yolo/utils_box.py,"Module 'utils_box' is insufficiently modularized with NOPM: 35, WMC: 37, NOM: 35."
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-planespotting.trainer_yolo,utils_box,Multifaceted abstraction,IOUCalculator,464,/Volumes/BrokeExt/NICHE/GoogleCloudPlatform_tensorflow-without-a-phd/tensorflow-planespotting/trainer_yolo/utils_box.py,"Class 'IOUCalculator' has a high LCOM value of 1, indicating it may have multiple responsibilities."
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-rnn-tutorial.old-school-tensorflow.tutorial,utils_batching,Multifaceted abstraction,utils_batching,1,/Volumes/BrokeExt/NICHE/GoogleCloudPlatform_tensorflow-without-a-phd/tensorflow-rnn-tutorial/old-school-tensorflow/tutorial/utils_batching.py,"Class 'utils_batching' has a high LCOM value of 1, indicating it may have multiple responsibilities."
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-rnn-tutorial.old-school-tensorflow.tutorial,utils_display,Multifaceted abstraction,utils_display,1,/Volumes/BrokeExt/NICHE/GoogleCloudPlatform_tensorflow-without-a-phd/tensorflow-rnn-tutorial/old-school-tensorflow/tutorial/utils_display.py,"Class 'utils_display' has a high LCOM value of 1, indicating it may have multiple responsibilities."
GoogleCloudPlatform_tensorflow-without-a-phd.tensorflow-rnn-tutorial.old-school-tensorflow.tutorial,utils_prettystyle,Broken modularization,utils_prettystyle,1,/Volumes/BrokeExt/NICHE/GoogleCloudPlatform_tensorflow-without-a-phd/tensorflow-rnn-tutorial/old-school-tensorflow/tutorial/utils_prettystyle.py,Module 'utils_prettystyle' contains only data members without any method implementations.
