Package,Module,Smell,Class/Module,Line no,File,Details
IBM_AIX360.aix360.algorithms,lbbe,Wide hierarchy,LocalBBExplainer,0,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/lbbe.py,Class 'LocalBBExplainer' has a wide hierarchy with 8 direct subclasses.
IBM_AIX360.aix360.algorithms,lwbe,Wide hierarchy,LocalWBExplainer,0,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/lwbe.py,Class 'LocalWBExplainer' has a wide hierarchy with 7 direct subclasses.
IBM_AIX360.aix360.algorithms.nncontrastive,embedding,Rebellious hierarchy,AEEmbedding,94,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/nncontrastive/embedding.py,"Class 'AEEmbedding' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: get_config, save_model."
IBM_AIX360.aix360.algorithms.protodash,PDASH,Multifaceted abstraction,ProtodashExplainer,8,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/protodash/PDASH.py,"Class 'ProtodashExplainer' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.aix360.algorithms.rule_induction.ripper,base,Multifaceted abstraction,base,1,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/rule_induction/ripper/base.py,"Class 'base' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.aix360.algorithms.rule_induction.trxf.pmml_export.models,data_dictionary,Broken modularization,DataType,12,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/rule_induction/trxf/pmml_export/models/data_dictionary.py,Class 'DataType' contains only data members without any method implementations.
IBM_AIX360.aix360.algorithms.rule_induction.trxf.pmml_export.models,predicate,Broken modularization,Operator,12,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/rule_induction/trxf/pmml_export/models/predicate.py,Class 'Operator' contains only data members without any method implementations.
IBM_AIX360.aix360.algorithms.rule_induction.trxf.scorecard,bins,Multifaceted abstraction,IntervalBin,163,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/rule_induction/trxf/scorecard/bins.py,"Class 'IntervalBin' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.aix360.algorithms.rule_induction.trxf.scorecard,bins,Rebellious hierarchy,LinearIntervalBin,61,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/rule_induction/trxf/scorecard/bins.py,"Class 'LinearIntervalBin' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __str__, __repr__."
IBM_AIX360.aix360.algorithms.rule_induction.trxf.scorecard,bins,Rebellious hierarchy,SetBin,190,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/rule_induction/trxf/scorecard/bins.py,"Class 'SetBin' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __str__, __repr__."
IBM_AIX360.aix360.algorithms.tslime,surrogate,Rebellious hierarchy,LinearRegressionSurrogate,23,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/tslime/surrogate.py,Class 'LinearRegressionSurrogate' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: get_weights.
IBM_AIX360.aix360.algorithms.tsutils.tsfeatures,latest_features,Rebellious hierarchy,LatestFeature,20,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/tsutils/tsfeatures/latest_features.py,"Class 'LatestFeature' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: name, range."
IBM_AIX360.aix360.algorithms.tsutils.tsfeatures,range_features,Rebellious hierarchy,RangeFeature,20,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/tsutils/tsfeatures/range_features.py,"Class 'RangeFeature' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: name, range."
IBM_AIX360.aix360.algorithms.tsutils.tsperturbers,block_bootstrap_perturber,Rebellious hierarchy,BlockBootstrapPerturber,14,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/tsutils/tsperturbers/block_bootstrap_perturber.py,Class 'BlockBootstrapPerturber' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: get_params.
IBM_AIX360.aix360.algorithms.tsutils.tsperturbers,frequency_perturber,Rebellious hierarchy,FrequencyPerturber,14,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/tsutils/tsperturbers/frequency_perturber.py,Class 'FrequencyPerturber' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: get_params.
IBM_AIX360.aix360.algorithms.tsutils.tsperturbers,moving_average_perturber,Rebellious hierarchy,MovingAveragePerturber,14,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/tsutils/tsperturbers/moving_average_perturber.py,Class 'MovingAveragePerturber' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: get_params.
IBM_AIX360.aix360.algorithms.tsutils.tsperturbers,ts_impute_perturber,Rebellious hierarchy,TSImputePerturber,12,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/tsutils/tsperturbers/ts_impute_perturber.py,Class 'TSImputePerturber' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: get_params.
IBM_AIX360.aix360.algorithms.tsutils.tsperturbers,ts_shift_perturber,Rebellious hierarchy,TSShiftPerturber,12,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/algorithms/tsutils/tsperturbers/ts_shift_perturber.py,Class 'TSShiftPerturber' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: get_params.
IBM_AIX360.aix360.datasets,mnist_dataset,Broken modularization,MNISTDataset,34,/Volumes/BrokeExt/NICHE/IBM_AIX360/aix360/datasets/mnist_dataset.py,Class 'MNISTDataset' contains only data members without any method implementations.
IBM_AIX360.tests.ecertify,test_ecertify,Multifaceted abstraction,TestCertifyExplainer,7,/Volumes/BrokeExt/NICHE/IBM_AIX360/tests/ecertify/test_ecertify.py,"Class 'TestCertifyExplainer' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.tests.rule_induction.ripper,test_binding,Multifaceted abstraction,TestBinding,8,/Volumes/BrokeExt/NICHE/IBM_AIX360/tests/rule_induction/ripper/test_binding.py,"Class 'TestBinding' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.tests.rule_induction.ripper,test_ripper,Multifaceted abstraction,TestRipper,47,/Volumes/BrokeExt/NICHE/IBM_AIX360/tests/rule_induction/ripper/test_ripper.py,"Class 'TestRipper' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.tests.rule_induction.ripper,test_ripper,Multifaceted abstraction,test_ripper,1,/Volumes/BrokeExt/NICHE/IBM_AIX360/tests/rule_induction/ripper/test_ripper.py,"Class 'test_ripper' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.tests.rule_induction.trxf,test_metrics,Multifaceted abstraction,TestMetrics,10,/Volumes/BrokeExt/NICHE/IBM_AIX360/tests/rule_induction/trxf/test_metrics.py,"Class 'TestMetrics' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.tests.rule_induction.trxf,utilities,Multifaceted abstraction,utilities,1,/Volumes/BrokeExt/NICHE/IBM_AIX360/tests/rule_induction/trxf/utilities.py,"Class 'utilities' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.tests.rule_induction.trxf.classifier,test_ruleset_classifier,Multifaceted abstraction,TestRuleSetClassifier,8,/Volumes/BrokeExt/NICHE/IBM_AIX360/tests/rule_induction/trxf/classifier/test_ruleset_classifier.py,"Class 'TestRuleSetClassifier' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.tests.rule_induction.trxf.core,test_feature,Multifaceted abstraction,TestFeature,7,/Volumes/BrokeExt/NICHE/IBM_AIX360/tests/rule_induction/trxf/core/test_feature.py,"Class 'TestFeature' has a high LCOM value of 1, indicating it may have multiple responsibilities."
IBM_AIX360.tests.rule_induction.trxf.core,test_predicate,Multifaceted abstraction,TestPredicate,8,/Volumes/BrokeExt/NICHE/IBM_AIX360/tests/rule_induction/trxf/core/test_predicate.py,"Class 'TestPredicate' has a high LCOM value of 1, indicating it may have multiple responsibilities."
