Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
mravanelli_pytorch-kaldi,core,,646,80,5,5,71,71,0.2,0,0
mravanelli_pytorch-kaldi,data_io,,1041,152,35,30,100,100,0.09,0,0
