Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
VainF_pytorch-msssim,setup,,0,0,0,0,1,1,-1,0,0
VainF_pytorch-msssim.pytorch_msssim,__init__,,0,0,0,0,0,0,-1,0,0
VainF_pytorch-msssim.pytorch_msssim,ssim,,165,30,5,3,11,11,0,2,0
