Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
thunlp_OpenNRE,setup,,0,0,0,0,0,0,-1,0,0
thunlp_OpenNRE.example,test_multilabel_bert,,5,1,1,1,14,14,0,0,0
thunlp_OpenNRE.example,test_multilabel_cnn,,0,0,0,0,16,16,-1,0,0
thunlp_OpenNRE.example,train_bag_bert,,5,1,1,1,13,13,0,0,0
thunlp_OpenNRE.example,train_bag_cnn,,5,1,1,1,15,15,0,0,0
thunlp_OpenNRE.example,train_supervised_bert,,5,1,1,1,14,14,0,0,0
thunlp_OpenNRE.example,train_supervised_cnn,,5,1,1,1,16,16,0,0,0
thunlp_OpenNRE.opennre,__init__,,9,1,1,1,0,0,0,0,0
thunlp_OpenNRE.opennre,pretrain,,153,38,13,13,7,7,0,0,0
thunlp_OpenNRE.opennre.encoder,__init__,,0,0,0,0,1,0,-1,0,0
thunlp_OpenNRE.opennre.encoder,base_encoder,,134,18,0,0,0,0,-1,0,1
