Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
mljar_mljar-supervised,setup,,0,0,0,0,2,2,-1,0,0
mljar_mljar-supervised.examples.scripts,binary_classifier,,0,0,0,0,6,6,-1,0,1
mljar_mljar-supervised.examples.scripts,binary_classifier_Titanic,,0,0,0,0,6,6,-1,0,1
mljar_mljar-supervised.examples.scripts,binary_classifier_adult_fairness,,0,0,0,0,6,6,-1,0,1
mljar_mljar-supervised.examples.scripts,binary_classifier_ensemble,,0,0,0,0,16,16,-1,0,2
mljar_mljar-supervised.examples.scripts,binary_classifier_marketing,,0,0,0,0,6,6,-1,0,1
mljar_mljar-supervised.examples.scripts,binary_classifier_random,,0,0,0,0,5,5,-1,0,1
mljar_mljar-supervised.examples.scripts,multi_class_classifier,,0,0,0,0,5,5,-1,0,1
mljar_mljar-supervised.examples.scripts,multi_class_classifier_MNIST,,0,0,0,0,8,8,-1,0,1
mljar_mljar-supervised.examples.scripts,multi_class_classifier_digits,,0,0,0,0,4,4,-1,0,1
mljar_mljar-supervised.examples.scripts,multi_class_drug_fairness,,0,0,0,0,5,5,-1,0,1
mljar_mljar-supervised.examples.scripts,regression,,0,0,0,0,6,6,-1,0,1
mljar_mljar-supervised.examples.scripts,regression_acs_fairness,,0,0,0,0,6,6,-1,0,1
mljar_mljar-supervised.examples.scripts,regression_crime_fairness,,0,0,0,0,5,5,-1,0,1
mljar_mljar-supervised.examples.scripts,regression_housing_fairness,,0,0,0,0,9,9,-1,0,1
mljar_mljar-supervised.examples.scripts,regression_law_school_fairness,,0,0,0,0,6,6,-1,0,1
mljar_mljar-supervised.examples.scripts,tabular_mar_2021,,0,0,0,0,8,8,-1,0,1
mljar_mljar-supervised.supervised,__init__,,0,0,0,0,1,0,-1,0,0
mljar_mljar-supervised.supervised,automl,,100,9,0,0,1,1,-1,42,0
