Package,Module,Smell,Class/Module,Line no,File,Details
facebookresearch_ClassyVision.classy_vision.dataset,classy_cifar,Broken hierarchy,CIFAR10Dataset,74,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/dataset/classy_cifar.py,Class 'CIFAR10Dataset' and its superclass 'CIFARDataset' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.dataset,classy_cifar,Broken hierarchy,CIFAR100Dataset,79,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/dataset/classy_cifar.py,Class 'CIFAR100Dataset' and its superclass 'CIFARDataset' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.dataset,classy_dataset,Wide hierarchy,ClassyDataset,0,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/dataset/classy_dataset.py,Class 'ClassyDataset' has a wide hierarchy with 6 direct subclasses.
facebookresearch_ClassyVision.classy_vision.dataset,classy_synthetic_video,Multifaceted abstraction,SyntheticVideoDataset,20,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/dataset/classy_synthetic_video.py,"Class 'SyntheticVideoDataset' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.dataset.transforms,autoaugment,Broken modularization,ImageOp,45,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/dataset/transforms/autoaugment.py,Class 'ImageOp' contains only data members without any method implementations.
facebookresearch_ClassyVision.classy_vision.dataset.transforms,autoaugment,Multifaceted abstraction,autoaugment,1,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/dataset/transforms/autoaugment.py,"Class 'autoaugment' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.dataset.transforms,classy_transform,Wide hierarchy,ClassyTransform,0,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/dataset/transforms/classy_transform.py,Class 'ClassyTransform' has a wide hierarchy with 14 direct subclasses.
facebookresearch_ClassyVision.classy_vision.dataset.transforms,util,Multifaceted abstraction,ApplyTransformToKey,34,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/dataset/transforms/util.py,"Class 'ApplyTransformToKey' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.distributed,launch_ray,Multifaceted abstraction,NodeLaunchActor,20,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/distributed/launch_ray.py,"Class 'NodeLaunchActor' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.generic,distributed_util,Insufficient modularization,distributed_util,1,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/generic/distributed_util.py,"Module 'distributed_util' is insufficiently modularized with NOPM: 21, WMC: 37, NOM: 21."
facebookresearch_ClassyVision.classy_vision.generic,profiler,Broken hierarchy,ClassyProfilerNotImplementedError,28,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/generic/profiler.py,Class 'ClassyProfilerNotImplementedError' and its superclass 'ClassyProfilerError' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.generic,util,Insufficient modularization,util,1,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/generic/util.py,"Module 'util' is insufficiently modularized with NOPM: 31, WMC: 91, NOM: 32."
facebookresearch_ClassyVision.classy_vision.generic,util,Multifaceted abstraction,util,1,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/generic/util.py,"Class 'util' has a high LCOM value of 0.81, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.heads,classy_head,Multifaceted abstraction,ClassyHead,12,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/heads/classy_head.py,"Class 'ClassyHead' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.hooks,classy_hook,Wide hierarchy,ClassyHook,0,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/hooks/classy_hook.py,Class 'ClassyHook' has a wide hierarchy with 15 direct subclasses.
facebookresearch_ClassyVision.classy_vision.hooks,constants,Broken modularization,ClassyHookFunctions,10,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/hooks/constants.py,Class 'ClassyHookFunctions' contains only data members without any method implementations.
facebookresearch_ClassyVision.classy_vision.losses,classy_loss,Multifaceted abstraction,ClassyLoss,12,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/losses/classy_loss.py,"Class 'ClassyLoss' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.losses,classy_loss,Wide hierarchy,ClassyLoss,0,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/losses/classy_loss.py,Class 'ClassyLoss' has a wide hierarchy with 12 direct subclasses.
facebookresearch_ClassyVision.classy_vision.meters,classy_meter,Multifaceted abstraction,ClassyMeter,13,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/meters/classy_meter.py,"Class 'ClassyMeter' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.models,anynet,Broken modularization,BottleneckTransform,197,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/anynet.py,Class 'BottleneckTransform' contains only data members without any method implementations.
facebookresearch_ClassyVision.classy_vision.models,classy_model,Wide hierarchy,ClassyModel,0,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/classy_model.py,Class 'ClassyModel' has a wide hierarchy with 13 direct subclasses.
facebookresearch_ClassyVision.classy_vision.models,efficientnet,Multifaceted abstraction,efficientnet,1,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/efficientnet.py,"Class 'efficientnet' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.models,efficientnet,Wide hierarchy,_EfficientNet,0,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/efficientnet.py,Class '_EfficientNet' has a wide hierarchy with 8 direct subclasses.
facebookresearch_ClassyVision.classy_vision.models,regnet,Multifaceted abstraction,RegNet,140,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/regnet.py,"Class 'RegNet' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.models,regnet,Wide hierarchy,_RegNet,0,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/regnet.py,Class '_RegNet' has a wide hierarchy with 19 direct subclasses.
facebookresearch_ClassyVision.classy_vision.models,resnext,Broken hierarchy,ResNet18,491,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext.py,Class 'ResNet18' and its superclass '_ResNeXt' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.models,resnext,Broken hierarchy,ResNet34,503,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext.py,Class 'ResNet34' and its superclass '_ResNeXt' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.models,resnext,Broken hierarchy,ResNet50,515,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext.py,Class 'ResNet50' and its superclass '_ResNeXt' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.models,resnext,Broken hierarchy,ResNet101,526,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext.py,Class 'ResNet101' and its superclass '_ResNeXt' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.models,resnext,Broken hierarchy,ResNet152,537,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext.py,Class 'ResNet152' and its superclass '_ResNeXt' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.models,resnext,Broken hierarchy,ResNeXt50,554,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext.py,Class 'ResNeXt50' and its superclass '_ResNeXt' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.models,resnext,Broken hierarchy,ResNeXt101,566,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext.py,Class 'ResNeXt101' and its superclass '_ResNeXt' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.models,resnext,Broken hierarchy,ResNeXt152,578,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext.py,Class 'ResNeXt152' and its superclass '_ResNeXt' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.classy_vision.models,resnext,Wide hierarchy,_ResNeXt,0,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext.py,Class '_ResNeXt' has a wide hierarchy with 8 direct subclasses.
facebookresearch_ClassyVision.classy_vision.models,resnext3d_stage,Broken modularization,ResStage,71,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/models/resnext3d_stage.py,Class 'ResStage' contains only data members without any method implementations.
facebookresearch_ClassyVision.classy_vision.optim,__init__,Multifaceted abstraction,__init__,1,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/optim/__init__.py,"Class '__init__' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.classy_vision.optim,classy_optimizer,Wide hierarchy,ClassyOptimizer,0,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/optim/classy_optimizer.py,Class 'ClassyOptimizer' has a wide hierarchy with 7 direct subclasses.
facebookresearch_ClassyVision.classy_vision.tasks,classification_task,Insufficient modularization,ClassificationTask,107,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/tasks/classification_task.py,"Class 'ClassificationTask' is insufficiently modularized with NOPM: 55, WMC: 180, NOM: 65."
facebookresearch_ClassyVision.classy_vision.tasks,classification_task,Insufficient modularization,classification_task,1,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/classy_vision/tasks/classification_task.py,"Module 'classification_task' is insufficiently modularized with NOPM: 0, WMC: 180, NOM: 0."
facebookresearch_ClassyVision.test,dataset_transforms_test,Rebellious hierarchy,resize,20,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/test/dataset_transforms_test.py,Class 'resize' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __call__.
facebookresearch_ClassyVision.test,dataset_transforms_test,Rebellious hierarchy,center_crop,29,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/test/dataset_transforms_test.py,Class 'center_crop' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: __call__.
facebookresearch_ClassyVision.test,generic_profiler_test,Multifaceted abstraction,TestModule,21,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/test/generic_profiler_test.py,"Class 'TestModule' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.test,generic_profiler_test,Multifaceted abstraction,TestConvModule,38,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/test/generic_profiler_test.py,"Class 'TestConvModule' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.test,generic_profiler_test,Multifaceted abstraction,TestModuleWithTwoArguments,56,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/test/generic_profiler_test.py,"Class 'TestModuleWithTwoArguments' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.test,generic_profiler_test,Multifaceted abstraction,TestProfilerFunctions,132,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/test/generic_profiler_test.py,"Class 'TestProfilerFunctions' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_ClassyVision.test,heads_fully_connected_head_test,Broken hierarchy,TestFullyConnectedHead,17,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/test/heads_fully_connected_head_test.py,Class 'TestFullyConnectedHead' and its superclass 'ClassyTestCase' may not share a proper 'IS-A' relationship.
facebookresearch_ClassyVision.test,heads_fully_connected_head_test,Multifaceted abstraction,TestFullyConnectedHead,17,/Volumes/BrokeExt/NICHE/facebookresearch_ClassyVision/test/heads_fully_connected_head_test.py,"Class 'TestFullyConnectedHead' has a high LCOM value of 1, indicating it may have multiple responsibilities."
