Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
Sujit-O_pykg2vec,setup,,0,0,0,0,5,5,-1,0,0
Sujit-O_pykg2vec.docs.source,conf,,0,0,0,0,25,25,-1,0,0
Sujit-O_pykg2vec.examples,__init__,,0,0,0,0,0,0,-1,0,0
Sujit-O_pykg2vec.examples,experiment,,12,1,1,1,0,0,0,0,2
Sujit-O_pykg2vec.examples,inference,,12,2,1,1,0,0,0,0,1
Sujit-O_pykg2vec.examples,kgpipeline,,18,2,1,1,1,1,0,0,3
Sujit-O_pykg2vec.examples,train,,10,1,1,1,0,0,0,0,2
Sujit-O_pykg2vec.examples,tune_model,,4,1,1,1,0,0,0,0,1
Sujit-O_pykg2vec.pykg2vec,__init__,,0,0,0,0,1,0,-1,0,0
Sujit-O_pykg2vec.pykg2vec,_version,,0,0,0,0,1,0,-1,0,0
Sujit-O_pykg2vec.pykg2vec,common,,242,52,0,0,0,0,-1,1,0
