Package,Module,Smell,Class/Module,Line no,File,Details
cortexlabs_cortex.python.client.cortex,exceptions,Broken hierarchy,CortexBinaryException,24,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/python/client/cortex/exceptions.py,Class 'CortexBinaryException' and its superclass 'CortexException' may not share a proper 'IS-A' relationship.
cortexlabs_cortex.python.client.cortex,exceptions,Broken hierarchy,NotFound,32,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/python/client/cortex/exceptions.py,Class 'NotFound' and its superclass 'CortexException' may not share a proper 'IS-A' relationship.
cortexlabs_cortex.python.client.cortex,telemetry,Multifaceted abstraction,telemetry,1,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/python/client/cortex/telemetry.py,"Class 'telemetry' has a high LCOM value of 1, indicating it may have multiple responsibilities."
cortexlabs_cortex.python.client.cortex,util,Multifaceted abstraction,util,1,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/python/client/cortex/util.py,"Class 'util' has a high LCOM value of 1, indicating it may have multiple responsibilities."
cortexlabs_cortex.test.apis.async.text-generator.app,main,Multifaceted abstraction,main,1,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/test/apis/async/text-generator/app/main.py,"Class 'main' has a high LCOM value of 1, indicating it may have multiple responsibilities."
cortexlabs_cortex.test.apis.batch.image-classifier-alexnet.app,main,Multifaceted abstraction,main,1,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/test/apis/batch/image-classifier-alexnet/app/main.py,"Class 'main' has a high LCOM value of 1, indicating it may have multiple responsibilities."
cortexlabs_cortex.test.apis.batch.sum.app,main,Multifaceted abstraction,main,1,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/test/apis/batch/sum/app/main.py,"Class 'main' has a high LCOM value of 1, indicating it may have multiple responsibilities."
cortexlabs_cortex.test.apis.realtime.text-generator.app,main,Multifaceted abstraction,main,1,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/test/apis/realtime/text-generator/app/main.py,"Class 'main' has a high LCOM value of 1, indicating it may have multiple responsibilities."
cortexlabs_cortex.test.e2e.tests.aws,conftest,Multifaceted abstraction,conftest,1,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/test/e2e/tests/aws/conftest.py,"Class 'conftest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
cortexlabs_cortex.test.e2e.tests.aws,test_load,Multifaceted abstraction,test_load,1,/Volumes/BrokeExt/NICHE/cortexlabs_cortex/test/e2e/tests/aws/test_load.py,"Class 'test_load' has a high LCOM value of 1, indicating it may have multiple responsibilities."
