Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
deepset-ai_FARM,run_all_experiments,,15,3,1,1,1,1,0,0,0
deepset-ai_FARM,setup,,30,7,3,3,5,5,1,0,0
deepset-ai_FARM.docs,conf,,6,2,2,2,11,11,1,0,0
deepset-ai_FARM.docs,qa_formats,,0,0,0,0,3,3,-1,0,0
deepset-ai_FARM.examples,conversion_huggingface_models,,25,2,2,2,0,0,1,0,0
deepset-ai_FARM.examples,conversion_huggingface_models_classification,,22,2,2,2,0,0,1,0,0
deepset-ai_FARM.examples,doc_classification,,72,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,doc_classification_cola,,67,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,doc_classification_crossvalidation,,189,7,1,1,24,24,0,0,7
deepset-ai_FARM.examples,doc_classification_custom_optimizer,,72,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,doc_classification_fasttext_LM,,69,1,1,1,0,0,0,0,7
deepset-ai_FARM.examples,doc_classification_holdout,,191,7,1,1,24,24,0,0,7
deepset-ai_FARM.examples,doc_classification_multilabel,,70,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,doc_classification_multilabel_roberta,,71,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,doc_classification_with_earlystopping,,90,1,1,1,5,5,0,0,6
deepset-ai_FARM.examples,doc_classification_word_embedding_LM,,58,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,doc_regression,,60,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,dpr_encoder,,99,3,2,2,2,2,0,0,7
deepset-ai_FARM.examples,embeddings_extraction,,14,1,1,1,0,0,0,0,0
deepset-ai_FARM.examples,embeddings_extraction_s3e_pooling,,46,2,2,2,6,6,1,0,3
deepset-ai_FARM.examples,evaluation,,79,2,2,2,0,0,1,0,3
deepset-ai_FARM.examples,lm_finetuning,,62,1,1,1,0,0,0,0,5
deepset-ai_FARM.examples,mtl01_tclass_tclass,,5,1,1,1,33,33,0,0,7
deepset-ai_FARM.examples,natural_questions,,78,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,ner,,61,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,onnx_question_answering,,21,1,1,1,0,0,0,0,0
deepset-ai_FARM.examples,passage_ranking,,86,2,1,1,0,0,0,0,6
deepset-ai_FARM.examples,question_answering,,81,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,question_answering_confidence,,69,3,1,1,0,0,0,0,3
deepset-ai_FARM.examples,question_answering_crossvalidation,,136,2,1,1,7,7,0,0,5
deepset-ai_FARM.examples,streaming_inference,,24,4,2,2,0,0,0,0,0
deepset-ai_FARM.examples,text_pair_classification,,65,1,1,1,0,0,0,0,6
deepset-ai_FARM.examples,train_from_scratch,,97,4,2,2,1,1,0,0,5
deepset-ai_FARM.examples,train_from_scratch_with_sagemaker,,110,6,2,2,6,6,0,0,5
deepset-ai_FARM.examples,wordembedding_inference,,35,1,1,1,0,0,0,0,3
deepset-ai_FARM.farm,__init__,,0,0,0,0,1,1,-1,0,0
deepset-ai_FARM.farm,_version,,0,0,0,0,1,0,-1,0,0
deepset-ai_FARM.farm,eval,,147,29,0,0,1,1,-1,9,0
