Package,Module,Smell,Class/Module,Line no,File,Details
interpretml_interpret-community.python.interpret_community,version,Broken modularization,version,1,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/version.py,Module 'version' contains only data members without any method implementations.
interpretml_interpret-community.python.interpret_community.common,chained_identity,Wide hierarchy,ChainedIdentity,0,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/common/chained_identity.py,Class 'ChainedIdentity' has a wide hierarchy with 6 direct subclasses.
interpretml_interpret-community.python.interpret_community.common,constants,Broken modularization,ExplainType,17,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/common/constants.py,Class 'ExplainType' contains only data members without any method implementations.
interpretml_interpret-community.python.interpret_community.common,constants,Broken modularization,MimicSerializationConstants,207,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/common/constants.py,Class 'MimicSerializationConstants' contains only data members without any method implementations.
interpretml_interpret-community.python.interpret_community.common,constants,Broken modularization,LightGBMSerializationConstants,227,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/common/constants.py,Class 'LightGBMSerializationConstants' contains only data members without any method implementations.
interpretml_interpret-community.python.interpret_community.common,constants,Broken modularization,InterpretData,250,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/common/constants.py,Class 'InterpretData' contains only data members without any method implementations.
interpretml_interpret-community.python.interpret_community.common,constants,Broken modularization,Extension,275,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/common/constants.py,Class 'Extension' contains only data members without any method implementations.
interpretml_interpret-community.python.interpret_community.common,gpu_kmeans,Broken modularization,DenseData,94,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/common/gpu_kmeans.py,Class 'DenseData' contains only data members without any method implementations.
interpretml_interpret-community.python.interpret_community.explanation,explanation,Insufficient modularization,explanation,1,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/explanation/explanation.py,"Module 'explanation' is insufficiently modularized with NOPM: 2, WMC: 222, NOM: 12."
interpretml_interpret-community.python.interpret_community.mimic.models,linear_model,Multifaceted abstraction,linear_model,1,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/mimic/models/linear_model.py,"Class 'linear_model' has a high LCOM value of 1, indicating it may have multiple responsibilities."
interpretml_interpret-community.python.interpret_community.mlflow,mlflow,Multifaceted abstraction,mlflow,1,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/mlflow/mlflow.py,"Class 'mlflow' has a high LCOM value of 1, indicating it may have multiple responsibilities."
interpretml_interpret-community.python.interpret_community.permutation,metric_constants,Broken modularization,MetricConstants,10,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/permutation/metric_constants.py,Class 'MetricConstants' contains only data members without any method implementations.
interpretml_interpret-community.python.interpret_community.widget._internal,constants,Broken modularization,ExplanationDashboardInterface,8,/Volumes/BrokeExt/NICHE/interpretml_interpret-community/python/interpret_community/widget/_internal/constants.py,Class 'ExplanationDashboardInterface' contains only data members without any method implementations.
