Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
amaiya_ktrain,setup,,0,0,0,0,2,2,-1,0,0
amaiya_ktrain.ktrain,__init__,,83,31,1,1,8,7,0,0,0
amaiya_ktrain.ktrain,core,,1358,267,4,3,8,8,0.5,0,3
